Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Hand Wash - Naturals,Palmolive,Sea Mineral,Rs 99,"['Palmolive Naturals Hand Wash, with the natural goodness of Sea Minerals, deep cleans your hands every time you wash them. Containing Sea Salt of 100% natural origin, the liquid handwash is effective yet gentle on your hands. It also contains anti-germ agent that removes 99.9% of germs and provides long lasting protection. \r\nThe special formula of this handwash pampers your hands with every wash and delights your senses with its unique fragrance.']"
Meswak Toothpaste,Dabur,3x200+200 gm (Multipack),Rs 425.85,"['Meswak is made from a rare herb, which grows slowly, resisting the brutal forces of nature amidst the sand dunes of Africa and South Asia. Even a small portion of this herb is capable to provide Complete Oral Care. Dabur brings to you, this herb in the form of Incredible Meswak Toothpaste. It is scientifically proven to help reduce tartar and plaque, fight germs and bacteria to keep gums healthy, helps prevent tooth decay, eliminate bad breath and ensure strong teeth, all at once to provide Complete Oral Care.']"
Sandal Bathing Soap - Superior with Pure Sandalwood Oil,Mysore Sandal,150 g Pack of 3,Rs 220,"['• Sandalwood Oil - Toning & Aromatic - Naturally detoxifying for the skin - eliminates acne causing germs and bacteria - firms and tightens the skin - strengthening it and improving elasticity \n• Nourishing and Softening to the skin - made with a vitamin rich vegetable oil base that provides essential nutrients to the skin - heals and moisturizes the skin \n• Natural Soap is made from vegetable oils contains pure natural mysore Sandalwood Oil blended with skin care conditioners and moisturisers. \n• Natural Formulation is safe and effective for all skin types \n  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
Shampoo - Bringha,Indulekha,Anti Hairfall,Rs 234,"['Indulekha Bringha Hairfall Cleanser 200Ml\n\nFeatures And Benefits\nPrevents Hairfall\nAyurvedic Proprietary Medicine\nContains Power Of 9 Bringha Plants\nNo Added Colours\nNo Added Fragrance\nRestores Natural Goodness Of Hair\nImproves Hair Health  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
Plus Strong & Long Health Shampoo,Clinic Plus,175 ml,Rs 75,"['While girls are born strong however they are raised weak due to societal conditioning and this comes in the way of achieving their true potential. Clinic Plus believes that girls must be raised strong so that they have the ability to stand up to the society’s detractors who come in the way of her potential. And as a mother, you can raise her strong, by constantly instilling values such as resilience determination and courage.\xa0This would make her foundationally strong to face any challenge in life. While you give the foundational strength to your daughter, Clinic Plus shampoo believes that your daughter’s hair must also be foundationally strong. That’s why New Clinic Plus shampoo with Milk Protein formula now enriched with multivitamin helps nourishes your hair from root to tip & makes them strong.']"
Air Condoms,Durex,10 pcs,Rs 178.20,"['Durex brings to you the thinnest ever condoms for greater sensitivity and intimacy, while still providing a high level of protection. Each Durex condom is dermatologically tested to ensure strength and a high level of protection. Made of premium quality latex, Durex condoms are reliable. Durex Air condoms are designed to feel more natural, while transparent ultra-thin latex helps highlight sensitivity. They are walled fit for him, providing greater sensitivity to where it is needed the most.\xa0An amazingly lubricated condom, Durex Air also eases friction and avoids stickiness for ultimate comfort and enjoyment for her too. What is more, is that these condoms also are made to smell better which helps dodge distractions for an absolutely involving experience for both the partners. Now experience love closer than ever with the latest and the thinnest creation by Durex.']"
Bathing Soap - Soft & Fresh,Pears,125 g (Pack of 4),Rs 135,"['Pears Soft & Fresh Soap is a multi-purpose soap that cleans your skin and keeps it supple all the time. True to its name, the soap gives you a soft and fresh skin instantly.Its active ingredients moisturize your skin from deep within and keeps it looking clean and the pure glycerin and mint extracts give it an instant cool freshness. Give yourself a refreshing shower every day, buy the Pears Soft & Fresh Soap Bar in a pack of 4, right here!  For Beauty tips, tricks & more visit https://bigbasket.blog/']"
Purifying Neem Face Wash,Himalaya,200 ml,Rs 180.50,"['Himalaya Purifying Neem Face Wash is a soap-free, herbal formulation that cleans impurities and helps clear pimples. A natural blend of Neem and Turmeric bring together their antibacterial and antifungal properties to prevent the recurrence of acne over time. Neem is an excellent skincare ingredient known for its antibacterial properties. It improves general skin health and immunity, combating bacterial infections such as acne, boils, and ulcers.Neem tackles bacteria from the root and prevents the recurrence of pimples and blemishes. Turmeric has been used as an antiseptic for centuries, and it is regarded as one of the natures most powerful healers. The herb helps to even out your skin tone and colour, making it an excellent ingredient in a face wash. Turmeric has strong anti-inflammatory properties, which soothe your skin.']"
Lime Bath Soap,Cinthol,100 g (Buy 4 Get 1 Free),Rs 109.12,"[""With Cinthol Lime Bath Soap, every bath is a fresh start. It's enhanced lime fragrance revitalizes your senses to give you a fantastic bathing experience. Cinthol Lime Bath Soap has a great citrus scent that lingers throughout the day and leaves your skin feeling fresh and rejuvenated for the entire day. With Cinthol Lime Soap, being Alive is Awesome. \r\nExplore the wide range of refreshing Cinthol bath soaps, available in 4 other variants, namely Confidence+, Cool, Deo and Original.""]"
Keratin Smooth - Argan Oil Conditioner,TRESemme,190 ml,Rs 220,"['Launched in 1947, TRESemme was named after renowned hair care expert Edna Emme. Up until the 1950s, TRESemme was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemme has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality Ingredients help you experience that salon feeling, everyday. TRESemme Keratin Smooth Conditioner helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Shampoo, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. After shampoo, apply adequate amount from the mid lengths to ends. Leave for 2-3 minutes and rinse thoroughly. For best results use after the TRESemme keratin smooth shampoo.\r\n\r\nFeatures and Benefits:\r\n• Contains Keratin protein that conditions your hair\r\n• Makes your tresses smoother, shinier and easier to style\r\n• Leaves your hair frizz-free and more manageable\r\n• Suitable for both natural and chemically-treated hair\r\n• TRESemme Keratin Smooth Shampoo is low on sulphate to give your hair a healthy shine\r\n• After shampoo, apply adequate amount from the mid lengths to ends. Leave for 2-3 minutes and rinse thoroughly.  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
Toothpaste - Cavity Protection,Pepsodent,Germi Check,Rs 258,"['For strong, white teeth, get the Germicheck+ Toothpaste by Pepsodent. The germicheck formula helps fight cavity-causing germs even 12 hours after brushing. It is formulated with fluoride and naturally activated clay formula, which ensures that you have a long-lasting fresh breath. It reduces stains and food remains, giving you plaque-free and germ-free teeth. Along with maintaining your teeths health, this toothpaste prevents your gums from damage too. Pepsodent germicheck toothpaste helps fight tooth decay and prevents toothache. It is the perfect oral care solution for your entire family.  It is a quality product of Unilever Dental Research. TM Regd.  For Beauty tips, tricks & more visitÂ\xa0https://bigbasket.blog/']"
Hand Wash Liquid Refill - Sensitive,Dettol,175 ml (Pack Of 3),Rs 134,"['Your Trusted Dettol offers a new and improved Dettol liquid hand wash. It is specially formulated to protect you from 100 illness-causing germs. It gives 10 times better protection than any ordinary soap. Recommended by the Indian Medical Association, Dettol can help prevent diseases like cold and flu with proper hygiene. Protects against everyday germs, including those that can cause skin infections, respiratory infections (Influenza), gastroenteritis (such as Salmonella and Escherichia Coli).\xa0Hand washing is one of the most important and simple hygiene steps to prevent the spread of infection. Using Dettol hand wash every day protects from these germs and helps keep your hands clean and refreshed. The incidence of germ transference is higher from hands to mouth, thereby causing illnesses like diarrhoea, swine flu, cold and cough, etc. Ensuring proper hand hygiene habits of your family can act as the first line of defence in protection from various illnesses.']"
Bathing Bar - Pink Rosa Beauty,Dove,2x(3x100 g Multipack,Rs 290,"['We think that skin cleansing should be an act of beauty for your skin that leaves it feeling soft and cared for. And Dove Pink Rosa Beauty Bar also has a delicate blush of color that adds a touch of feminine sophistication to your bathroom. Thats combined with our 1/4 moisturizing cream to create a beauty bar that helps nourish your skin during cleansing. Dove Beauty Bars are specially formulated to deliver skin-natural nourishment, helping your skin to keep its natural moisture during cleansing. Dove Pink Rosa Beauty Bar contains our ultra-mild cleansers, which dont strip skin of moisture like a regular soap bar can. Its mild enough to be used on your face, body and hands - the perfect addition to your daily skin cleansing routine. Dove is the No.1 Brand recommended by dermatologists in India. For best results, lather up your Dove Beauty Bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. For soft, smooth hands, you can also enjoy regular hand-washing throughout the day with your Dove bar. Soap may dry out your hands, but the classic moisturizing formula of Dove bars will leave skin softer, smoother and more glowing. Buy Now!\r\n\r\nFeatures and Benefits:\r\n• Dove Pink Beauty Bar contains Doves classic moisturizing formula with a delicate pink hue\r\n• 1/4 moisturizing cream and mild cleansers help retain skins moisture\r\n• Leaves skin softer, smoother and healthier-looking\r\n• No1 Brand recommended by dermatologists\r\n• No other bar hydrates skin better than Dove\r\n• Suitable for daily use on face, body and hands  For Beauty tips, tricks & more visitÂ\xa0https://bigbasket.blog/']"
ZigZag Medium Bristle Toothbrush,Colgate,3 pcs Buy 2 Get 1 Free,Rs 60,"['Colgate ZigZag comes with international quality multi-angle cross-bristles that help you reach deep between the teeth for effective cleaning. The premium international quality end-rounded bristles feel gentle on teeth and gums, while the soft tongue cleaner makes removing odour causing germs easy and gentle. The unique ZigZag arrangement of the toothbrush bristles assures deep cleaning to help prevent plaque build-up and provide fresh and clean mouth.\xa0This particular toothbrush has got flexible neck which reduces pressure and gently massages gums. Also, the rubber cushioned handle has been made to provide a comfortable grip and superior brushing control. Try Colgate ZigZag to experience more than just clean teeth. Colgate is India’s No.1 brand used and recommended by dentists.']"
Toothpaste-Repair & Protect 70g+Fresh Mint 75g+Toothbrush 3pcs Buy 2 Get 1 Free,Sensodyne,Combo (3 Items),Rs 385,"['Clinically proven relief and daily protection for sensitive teeth. Sensodyne Toothpaste that can actually repair sensitive areas of your teeth. Contains patented NovaMin technology, which seeks out and forms a tooth-like layer over vulnerable areas of the tooth. Contains fluoride to prevent cavities so that you can use it every day.Specially designed for people with sensitive teeth. Sensodyne Toothbrush Provides effective cleaning of the teeth. Broad ergonomic handle ensures a comfortable grip and better reachSensodyne toothpaste provides clinically proven relief and daily protection for sensitive teeth. Sensodyne relieves sensitivity by building a protective barrier that blocks the sensitivity caused by hot, cold, sweet and other contact triggers. It contains fluoride to prevent cavities so that you can use it every day. Toothpaste has a cool refreshing taste that leaves your mouth feeling fresh and clean. For best results, use twice daily']"
Dry Max - All Night X-Large Sanitary Napkins,STAYFREE,Super Saver Pack,Rs 418.50,['Get all-around protection throughout the night with Stayfree Dry-Max All Night. This specially designed Ultra napkin is extra-long and extra-wide in the back provides 2X better coverage to prevent leakage from all sides no matter how much you move in your sleep. Now you can stay worry-free and comfortable all night long. Its super Lock Pockets with gel core lock in fluid for up to 100% protection with zero leakage. It has an Odour Control System with natural plant extracts helps prevent odour and Dry-Max Cover for the best dry-feel. Each napkin is individually wrapped.']
Venus Hair Removal Razor For Women,Gillette Venus,1 pc,Rs 220,"['This Venus - Hair Removal Razor is designed for women, Gillette Venus glides smoothly along your curves and leaves with you smooth Venus skin. Simply apply water and soap, glide Venus against the direction of hair growth and then wash and apply your favourite moisturizer.']"
Combo Stayfree Pads Dry-Max All Night Ultra-Thin Xl 28pc + Bigbasket Wet Wipes 80pc,bb Combo,Combo 2 Items,Rs 414.50,"['Extra-Large Dry cover ultra napkin with wider back specially designed for all-round night time protection. Unique Night Guard 5 feature that helps give all-round night protection. Extra Long & Extra Wide for protection against leakage from all sides. Dry-Max Cover for the best dry feel through the night. Odour Control System with natural plant extracts helps prevent odour for a fresh and confident feeling.  For Beauty tips, tricks & more visitÂ\xa0https://bigbasket.blog/\n  Big Basket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. Big Basket Wet Wipes come in three different fragrances Lavender, Citrus & Rose. These Wipes have aloe Vera as key ingredient which makes it best choice for baby hygiene, make up remover, sanitizing your face and hand after a long drive, sports, or any other situation where you need a quick hygiene solution.']"
Pure & Gentle Soap Bar,Pears,4x75 g Multipack,Rs 152,"['Pamper your skin with this Pure & Gentle soap bar from Pears. Made with the goodness of natural oils and pure glycerin, this soap bar moisturizes your skin and gives it a soft and supple feel. The soft lather and mild fragrance makes this soap bar is ideal for everyone. Its formulation reaches deep into the skin pores and nourishes the skin. The soap bar features excellent cleansing properties that eliminate dirt and skin impurities, thus giving you a radiant looking skin. This soap also retains the natural oil of your skin to not leave it dry after a bath. The Pure and Gentle Bar from Pears is available in a 75 gm pack, here.  For Beauty tips, tricks & more visit https://bigbasket.blog/']"
Intense Repair Shampoo,Dove,180 ml,Rs 110,"['Is your hair showing signs of damage -split ends, dryness, roughness or hair fall? The secret of how to repair damaged hair? A strengthening shampoo that helps to treat the signs of damage with two-way care for both long and short-term results. Give your hair the essential care it deserves with Dove Intense Repair Shampoo. The Intense Repair Shampoo works to restore the health and shine of your hair. It contains Fibre Actives, which penetrate your hair and rebuild damaged hair, to renew the lost gloss and vigour and give life to your damaged hair. Gentle enough for daily use, Dove Intense Repair Shampoo helps to immediately repair strands while nourishing them from within for healthy-looking hair thats stronger. This shampoo for damaged hair repairs signs of damage for smooth and strong hair. It is formulated with Fibre Actives, this shampoo for damaged hair reinforces strands to prevent the signs of damage on hair. Nourishment for damaged hair to leave you with beautiful looking hair, all day long. Based on lab test with Dove Intense Repair system vs non-conditioning shampoo. Strength against hair breakage, based on lab test with Dove Intense Repair system vs. non-conditioning shampoo.']"
Keratin Smooth Argan Oil Shampoo 580ml + Keratin Smooth Conditioner 190ml,TRESemme,Combo 2 Items,Rs 685,"['Launched in 1947, TRESemme was named after renowned hair care expert Edna Emme. Up until the 1950s, TRESemme was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemme has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality Ingredients help you experience that salon feeling, everyday. Specially formulated with lower sulfates, TRESemme Keratin Smooth Shampoo helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Conditioner, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. Apply to wet hair, gently massage and work into a lather. For best results use with the TRESemme keratin smooth conditioner.\r\n\r\nFeatures and Benefits:\r\n• Replenishes your hair increasing its smoothness and shine\r\n• The power of Keratin protein, eliminates unruly hair\r\n• Suitable for both natural and chemically-treated hair\r\n• Makes your tresses more manageable for up to 48 hours\r\n• TRESemme Keratin Smooth Shampoo is low on sulphate to give you healthy and frizz-free hair\r\n• Apply to wet hair, gently massage and work into a lather.\n Launched in 1947, TRESemme was named after renowned hair care expert Edna Emme. Up until the 1950s, TRESemme was sold only in salons. Today it is available at a shop near you, so that you can have salon style hair at home. For over 60 years, TRESemme has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, TRESemme has been driven by a simple truth: every woman deserves to look & feel fabulous, like she has just stepped out of the salon, everyday. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our salon inspired products enriched with high quality Ingredients help you experience that salon feeling, everyday. TRESemme Keratin Smooth Conditioner helps restore keratin and nourishes each strand to leave hair gorgeously straighter, shinier and more manageable. When used together with Keratin Smooth Shampoo, it controls frizz for up to 48 hours and transforms your hair to be gorgeously straighter, more manageable and easy to style. After shampoo, apply adequate amount from the mid lengths to ends. Leave for 2-3 minutes and rinse thoroughly. For best results use after the TRESemme keratin smooth shampoo.\r\n\r\nFeatures and Benefits:\r\n• Contains Keratin protein that conditions your hair\r\n• Makes your tresses smoother, shinier and easier to style\r\n• Leaves your hair frizz-free and more manageable\r\n• Suitable for both natural and chemically-treated hair\r\n• TRESemme Keratin Smooth Shampoo is low on sulphate to give your hair a healthy shine\r\n• After shampoo, apply adequate amount from the mid lengths to ends. Leave for 2-3 minutes and rinse thoroughly.  For Beauty tips, tricks & more visitÂ\xa0https://bigbasket.blog/']"
Kids Anticavity Toothpaste - 6+ Years,Colgate,Bubble Fruit Flavour,Rs 86,"['A delicious bubble fruit flavoured toothpaste makes brushing fun. Their favourite cartoon character now helps children fights cavities. It contains fluoride that provides cavity and enamel protection. A cool, minty fruit taste that helps freshen breath. Its sparking colourful gel makes kids want to brush regularly. Kids must brush their teeth at least 2 times a day and Colgate Kids Batman toothpaste is a fun way to ensure they enjoy good oral care habits early on! This delicious fruit flavoured toothpaste is specially designed for children of age 6 years and above who have newly erupted or developing permanent teeth. The toothpaste effectively cleanses their mouth, leaving it fresh. The toothpaste for kids also provides a clinically proven cavity and enamel protection. Its sparking colourful gel of Colgate bubble fruit toothpaste makes brushing fun for kids. Developed with the help and expertise of paediatric dentists, Colgate offers healthy and thoroughly clean teeth. It ensures the smile of the kids gets only brighter and cleaner with every use.']"
Pure White Anti Pollution Purity Face Wash,Ponds,50 g,Rs 95,"[""Ponds Pure White Deep Cleansing Face Wash removes pollution from deep within the skin to give you a pollution free glow with every wash. This face wash is infused with active ingredients to provide you cleanliness that goes beyond the realm of regular cleansers. It penetrates deep into your skin cells to remove clogged dirt, dust, and grime. It revitalises your skin to make it look smoother and younger. This face wash also removes the layers of dead skin cells, revealing fair looking skin underneath. You can use this face wash frequently as its very gentle and won't leave your skin dry.""]"
Shower Gel - Aroma,Palmolive,Morning Tonic,Rs 380,"['Palmolive Aroma Morning Tonic Shower Gel is an energizing body wash that awakens your senses with every wash. From enchanting the senses with its pleasant aroma to effective cleansing, Palmolive shower gels are a perfect choice\r\nIts uplifting lemony notes, from Tangerine essential oil and lemongrass extracts, provides you the essence of a blissful shower moment. Immerse yourself in the fragrance of this energizing Palmolive body wash that helps to stimulate your mind and spirit in a blissful shower moment']"
Nourishing Soft & Smooth Shampoo,Sunsilk,650 ml,Rs 310,"['Sunsilk Nourishing Soft & Smooth shampoo, for silky smooth hair wonderful to touch!\nDue the harsh sun the hair is stripped off its essential oils, leaving it dry. Sunsilk Nourishing Soft & Smooth is co-created with Tomas Taw, dry & damage expert from London, Thomas Taw is an entrepreneurial hair stylist from London known for resuscitating the dry/damaged hair.\nSo say goodbye to the harsh and dry! This exclusive formula with a unique blend of 5 natural oils, nourishes hair deeply without making it look greasy or limp, for beautifully soft & smooth hair. So that you have your hair always on your side. \nFor best results follow up with use of Sunsilk Nourishing Soft & Smooth conditioner. The conditioner comes with revolutionary conditioner technology for more manageability than ever before. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time your style it.\nNow transform your dry hair to soft and smooth hair with Sunsilk Nourishing Soft & Smooth Shampoo. Get 24K Gold plated Hair accessory free with this pack. So girls. Shine on this Diwali.\n\nFeatures and Benefits\nSoft & Smoothness\nCo-created with hair expert Thomas Taw\nEnriched with 5 Natural Oils\nIt conditions even the driest hair, leaving it soft and smooth\nIdeal for dry hair\nNourishes hair deeply without making it look greasy or limp\nGet 24K Gold plated Hair accessory free with this pack. So girls. Shine on this Diwali.  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
Cotton Pads,Bella,80 pcs (Get 30% Free),Rs 129,"[""These are soft, gentle and highly absorbent pads that are imported from Europe. The premium quality Bella Cotton Pads are made of 100% clean, soft and natural cotton fibres that are delicate for all skin types. It is a two-sided cotton pad. It has a plain side ideal for cosmetics application and embossed side perfect for gentle skin cleansing. It has closed edges to prevent delamination and fibres separation. It is recommended for cosmetic and hygienic use, ideal for make-up removal. It comes in a handy pack with strings at the top to hang in the bathroom. It has bottom perforation for a convenient dispensing. It is dermatologically tested and a must have in every woman's bag.""]"
Pure & Gentle Bathing Soap,Pears,75 g (Pack of 3),Rs 105,"['Pamper your skin with this pure and gentle soap bar from Pears. Made with the goodness of natural oils and pure glycerin, this soap bar moisturizes your skin and gives it a soft and supple feel. The soft lather and mild fragrance makes this soap bar is ideal for everyone. Its formulation reaches deep into the skin pores and nourishes the skin. The soap bar features excellent cleansing properties that eliminate dirt and skin impurities, thus giving you a radiant looking skin. This soap also retains the natural oil of your skin to not leave it dry after a bath. The pure and gentle bar from Pears is available in a 75 gm pack, here.  For Beauty tips, tricks & more visit https://bigbasket.blog/']"
Daily Shine Shampoo,Dove,180 ml,Rs 110,"[""The mystery of how to get shiny hair isn't a tricky one to solve. The key to getting shiny damage free hair we all long for is making sure your hair is nourished, from the start of your routine. That's where Dove Daily Shine Shampoo comes in. Dove Daily Shine Shampoo with Nutritive Serum builds a protective shield around the hair fibre and defends your hair from daily hair damage. It is a gentle hair cleanser that keeps your hair looking healthy and lustrous. It is mild on your scalp but gives protection from the aggression your hair faces every day. Its Nutritive Serum absorbs into the hair strands to keep them beautifully nourished and shiny, this Dove shampoo surrounds your hair with a protective shield, defending it from everyday stresses, like brushing and damage and not only is it gentle enough to use every day, over time Dove Daily Shine Shampoo makes your hair better. So, as well as cleansing from roots up, it helps make your hair look healthy, too. The result? Beautifully shiny, strong and silky hair which is everything you want it to be. Based on lab test with Dove Daily Shine System vs non-conditioning shampoo.""]"
Charcoal Clean Toothpaste,Colgate,2x120 g (Multipack),Rs 198,"['Your trusted Colgate now brings an all-new mouth experience with Charcoal Clean Toothpaste. Revive your senses with the goodness of Bamboo Charcoal and Wintergreen Mint for pure clean mouth experience.\xa0Bamboo Charcoal is known for cleaning properties and Wintergreen Mint is known for purifying breath. The gel-based toothpaste is extremely minty and helps in freshening your breath. Colgate, India’s No.1 Toothpaste (#Based on market share data), is always 100% vegetarian toothpaste.']"
Conditioner - Smooth & Shine,TRESemme,190 ml,Rs 195,"['TRESemme Smooth and Shine Conditioner with vitamin H and silk protein intensely moisturizes dry, rough hair. For hair that feels soft and smooth.  For Beauty tips, tricks & more visit https://bigbasket.blog/']"
Shower Gel - Aroma Absolute Relax,Palmolive,3x250 ml Multipack,Rs 570,['0.0']
Lemon Fresh Soap Bar,Lifebuoy,56 g,Rs 10,"['Experience a refreshing shower every day with this Lemon Fresh Soap Bar from Lifebuoy. It rejuvenates your senses keeping you fresh throughout the day. Formulated with an efficient cleansing property of lemons, this soap bar is packed with natural antibacterial properties. This disinfectant soap protects your skin from disease-causing bacteria and ensures 100% better germ protection for you and your family. The citrusy fragrance will leave you thoroughly fresh! Get the Lemon Fresh Soap Bar, today!']"
& Clear Foaming Face Wash,Clean & Clear,2x150 ml (Multipack),Rs 297,"['Clean & Clear Foaming Face Wash is specially designed for young skin - to remove excess oil, while its special ingredients help prevent pimples. Its liquid formula cleans deeply without causing dryness and is gentle enough to use every day, for clean and clear skin that glows.']"
Expert Protection Complete Toothpaste,Pepsodent,3x140 g (Multipack),Rs 342,"[""Carry a confident, healthy and white smile after using Pepsodent Expert Protection Complete. This toothpaste has an advanced dental formula that protects your teeth and gums from cavities and plaque. Enjoy clean and fresh breath all day long. Its a complete care kit for your family's oral health, as this toothpaste should be used by every member- old or young! Along with a floss, Brush your teeth twice a day with Pepsodent Expert Protection Care for great results! Buy this medium-sized 140gm pack right away.""]"
Refill Handwash - Herbal,Medimix,200 ml,Rs 45,"['Medimix Herbal Hand wash contains the time tested unique combination of 18 herbs, which makes it tough on germs but extremely soft on hands. It is free from triclosan and similar harsh chemicals which are observed to be harmful to the environment as well as to personal wellness.  For Beauty tips, tricks & more visit\xa0https://bigbasket.blog/']"
