Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
 Nan Pro 1 Starter Infant Formula Powder - Upto 6 months,Nestle ,Stage 1,Rs 595,"['Nestle Nan Pro 1 is a spray dried infant formula with DHA and ARA for infants from birth when they are not breastfed. NAN Pro 1 contains DHA that supports baby’s normal brain development. It also contains whey protein, Vitamin A, C, D, iron and zinc. Nestle develops infant nutrition products backed by evolving science and research.Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning. Bag-in-Box format ensures freshness of the product, while the scoop makes it easy to measure and serve.\xa0Important Notice: Nestle agrees with the World Health Organization and other leading medical and health associations that breast milk is the best and most natural food for babies.\xa0Safety Warnings: Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects on the health of your baby. Infant milk substitute should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant milk substitute is not the sole source of nourishment of an infant.']"
Baby Shampoo - Gentle Baby,Himalaya Baby,200 ml,Rs 160,"['Himalaya Gentle Baby Shampoo, Hibiscus, Chickpea: A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp.  For Beauty tips, tricks & more visit http://lookbeautiful.in/']"
Baby Shampoo,Johnson's,200 ml,Rs 160.05,"[""Johnson & Johnson Baby Shampoo helps clean your small one's mane and no more cry baby shampoo does not irritates the eyes and it is well-known to be mostly hypo-allergenic, as claimed by the tag. Further, the hypoallergenic baby shampoo leaves your baby's hair looking smelling and shiny pleasant.""]"
Baby Soap,Johnson's,75 g,Rs 48,"['Johnsons baby soap is cleanse your babys face and body with this form-fitting, grippable bar for easy bathing. keep your babys skin feeling healthy and smooth with this soap.  For Beauty tips, tricks & more visit http://lookbeautiful.in/']"
Baby Baby Lotion,Himalaya Baby,200 ml,Rs 155,"[""Himalaya Baby Lotion enriched with Almond oil and Olive oil, this rapid absorbing daily use lotion nourishes and offers long lasting moisture to your baby's delicate skin. Its usual use keeps your baby's skin yielding, elastic and secluded.""]"
 Lactogen 2 Follow-Up Formula Powder - After 6 months,Nestle ,Stage 2,Rs 315,"['Nestle Lactogen 2 is a spray dried Follow-up Formula for infants after 6 months when they are not breastfed. Babies that receive the right nutrition in the first two years of life are much more likely to benefit from good health through childhood and adulthood.\xa0Important Notice: Nestle agrees with the World Health Organization and other leading medical and health associations that breast milk is the best and most natural food for babies. Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects on the health of your baby.\xa0Safety Warnings: Only prepare one feed at a time. Feed immediately and follow the instructions exactly. Do not keep unfinished feed, discard the contents. Always hold the baby while feeding. Leaving baby unattended may cause choking. Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment of an infant.Important Notice: Nestle agrees with the World Health Organization and other leading medical and health associations that breast milk is the best and most natural food for babies.']"
Cotton Pads,Bella,80 pcs (Get 30% Free),Rs 129,"[""These are soft, gentle and highly absorbent pads that are imported from Europe. The premium quality Bella Cotton Pads are made of 100% clean, soft and natural cotton fibres that are delicate for all skin types. It is a two-sided cotton pad. It has a plain side ideal for cosmetics application and embossed side perfect for gentle skin cleansing. It has closed edges to prevent delamination and fibres separation. It is recommended for cosmetic and hygienic use, ideal for make-up removal. It comes in a handy pack with strings at the top to hang in the bathroom. It has bottom perforation for a convenient dispensing. It is dermatologically tested and a must have in every woman's bag.""]"
 Lactogen 4 Follow-Up Formula Powder - After 18 months Upto 24 months,Nestle ,Stage 4,Rs 295,"['Nestle Lactogen 4 is a spray dried Follow-up Formula for older infants after 18 up to 24 months when they are not breastfed. Babies that receive the right nutrition in the first two years of life are much more likely to benefit from good health through childhood and adulthood.Important Notice: Nestle agrees with the World Health Organization and other leading medical and health associations that breast milk is the best and most natural food for babies. Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects on the health of your baby.\xa0Safety Warnings: Only prepare one feed at a time. Feed immediately and follow the instructions exactly. Do not keep unfinished feed, discard the contents. Always hold the baby while feeding. Leaving baby unattended may cause choking. Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment of an infant.Important Notice: Nestle agrees with the World Health Organization and other leading medical and health associations that breast milk is the best and most natural food for babies.']"
 Nan Excella Pro 2 - Follow-Up Formula Powder,Nestle ,After 6 Months,Rs 720,"[""Nestle NAN EXCELLAPRO 2 is a spray dried Follow up formula with DHA and ARA for infants after 6 months when they are not breastfed. DHA supports baby’s normal brain development. It also contains Vitamins A, C, D, Iron, Calcium and Zinc. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning. Nestle agrees with the World Health Organization and other medical and health associations that breast milk is the best and the most natural food for babies.\xa0Optimal Preparation: Careful and hygienic preparation of infant food is most essential for health. Do not use fewer scoops than directed, since diluted feeding will not provide adequate nutrients needed by your infant. Do not use more scoops than directed since concentrated feed will not provide the water needed by your infant.\xa0Safety Warnings: Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment of an infant. Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects for the health of your baby.\xa0Note: Mother’s Milk is best for your baby. NAN EXCELLAPRO 2 is a spray dried Follow up Formula with DHA ARA, for older infants after 6 months when they are not breast fed NAN EXCELLAPRO™ 2 contains DHA which supports baby’s normal brain development It also contains Vitamins A, C, D, Iron, Calcium and Zinc Important Notice: Mother's milk is best for your baby. Bag-In-Box format ensures enhanced safety, hygiene and convenience.""]"
 Wipes - Baby Fresh Clean,Pampers ,64 wipes,Rs 185,"['Every little miracle deserves gentle cleaning. Thanks to Pampers unique soft grip texture, Pampers Fresh clean wipes are soft and strong to offer gentle cleaning  for your babys delicate skin.\r\nThe wipes come with  a refreshing scent and are dermatological tested. They also help restore the natural pH of your babys skin thus keeping it healthy and soft.']"
 Cerelac Fortified Baby Cereal With Milk,Nestle ,Wheat Apple - From 6 Months,Rs 185,"['Nestle Cerelac Fortified Baby Cereal with Milk, Wheat Apple is a complementary food for babies from 6 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of wheat apple cereal provides 75% of a baby’s daily need of iron. Also, a source of 19 important nutrients including vitamins and minerals wheat apple cereal is free from added colours, flavours and preservatives.\xa0Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.\xa0Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Mother's Health & Nutrition Drink - Vanilla Flavour,Horlicks,No Added Sugar,Rs 525,"[""It offers specialised nutrition for pregnant and breastfeeding women. Mother's Horlicks contains Nutrients important for healthy pregnancy and lactation. It contains nutrients that are known to help improve birth weight. It contains DHA and Choline; important for brain development.""]"
Baby Lotion,Johnson's,50 ml,Rs 50,"['Johnsons is the 1 choice of hospitals and with the wonderful baby fresh scent, it could just be your good friend to assist protect your babys skin from dryness. This baby lotion nourishes and softens, for baby softness. Its Fast-absorbing formula with rich emollients leaves skin feeling smooth and soft. Clinically proven to be gentle and allergy, mild Hypoallergenic and dermatologist-tested.']"
Baby Wipes - Cherry Blossom,bigbasket,80 pcs,Rs 84.50,"['bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution.']"
 Cerelac Fortified Baby Cereal With Milk,Nestle ,Wheat Apple Cherry - From 8 Months,Rs 216,"['Nestle Cerelac Fortified Baby Cereal with Milk, Wheat Apple Cherry is a complementary food for babies from 8 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Wheat Apple Cherry Cereal provides 75% of a baby’s daily need of iron. Also a source of 18 important nutrients including vitamins and minerals, Cerelac Wheat Apple Cherry Cereal is free from added colours, flavours and preservatives.Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.\xa0Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Baby Baby Shampoo - Gentle,Himalaya Baby,100 ml Bottle,Rs 85,"['A Specially formulated mild shampoo that gently cleanes the hair making it soft, shiny and easy to manage. Hibiscus extract Softens hair, natural protein fron Chickpea gives shine and Khus-Khus cools the scalp.']"
 Cerelac Fortified Baby Cereal With Milk,Nestle ,Wheat-Rice Mixed Fruit - From 10 Months,Rs 242,"['Nestle Cerelac Fortified Baby Cereal with Milk, Wheat-Rice Mixed Fruit is a complementary food for babies from 10 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serve of Cerelac Wheat-Rice Mixed Fruit Cereal provides 99% of a baby’s daily need of iron. Also a source of 19 important nutrients including vitamins and minerals, Cerelac Wheat-Rice Mixed Fruit Cereal is free from added colours, flavours and preservatives.Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.\xa0Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Baby Soap - Blossoms,Johnson's,75 g,Rs 50,"['Johnsons baby soap is cleanse your babys face and body with this form-fitting, grippable bar for easy bathing. keep your babys skin feeling healthy and smooth with this soap.  For Beauty tips, tricks & more visit http://lookbeautiful.in/']"
 Nan Excella Pro 3 - Follow-Up Formula Powder,Nestle ,After 12 Months,Rs 710,"['Nestle NAN EXCELLAPRO 3 is a spray dried Follow up formula with DHA and ARA for older infants after 12 months when they are not breastfed. DHA supports baby’s normal brain development. It also contains Vitamins A, C, D, Iron, Calcium and Zinc. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning. Nestle agrees with the World Health Organization and other medical and health associations that breast milk is the best and the most natural food for babies.\xa0Optimal Preparation: Careful and hygienic preparation of infant food is most essential for health. Do not use fewer scoops than directed, since diluted feeding will not provide adequate nutrients needed by your infant. Do not use more scoops than directed since concentrated feed will not provide the water needed by your infant.\xa0Safety Warnings: Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment of an infant. Unboiled water, unboiled utensils or incorrect dilution can make your baby ill. Incorrect storage, handling, preparation and feeding can potentially lead to adverse effects for the health of your baby.Note: Mother’s Milk is best for your baby. NAN EXCELLAPRO 3 is a spray dried Follow up Formula with DHA ARA, for older infants after 12 months when they are not breast fed NAN EXCELLAPRO 3 contains DHA ARA, which supports baby’s normal brain development It also contains Vitamins A, C, D, Iron, Calcium and Zinc It also contains Vitamins A, C, D, Iron, Calcium and Zinc Bag-In-Box format ensures enhanced safety, hygiene and convenience.']"
Wonder Pants Xtra Large - 56 Diapers,Huggies,56 pcs,Rs 1049,"['Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants.']"
 Cerelac Fortified Baby Cereal With Milk,Nestle ,Rice - From 6 Months,Rs 182,"['Nestle Cerelac Fortified Baby Cereal with Milk & Rice is a complementary food for babies from 6 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Rice Cereal provides 75% of a baby’s daily need of iron. Also a source of 18 important nutrients including vitamins and minerals. Cerelac Rice Cereal is free from added colours, flavours and preservatives. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Wonder Pants Large - 64 Diapers,Huggies,64 pcs,Rs 1049,"['Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants.']"
Wonder Pants Medium - 76 Diapers,Huggies,76 pcs,Rs 1049,"['Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary dry touch sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants.']"
Baby Baby Powder,Himalaya Baby,100 g Bottle,Rs 70,"[""Himalaya offers a yielding and cool baby powder that revives and cools your baby's skin and keeps it dried out. It augmented with the cooling extracts of Olive and Sandal, it revives the baby's skin and keeps it dehydrated, yielding and soft. It averts body odour.""]"
Bites Ragi - Stage-1,1st Bites,6-24 Months,Rs 250,['Ragi is a well known millet filled with numerous health benefits. It is ideal for growing children as it aids physical and mental development. The 1st Bites Ragi from Pristine is specially produced for children who are growing up and need constant nutrition to meet their long term and daily needs.']
 Cerelac Fortified Baby Cereal With Milk,Nestle ,Wheat - From 6 Months,Rs 180,"['Nestle Cerelac Fortified Baby Cereal with Milk, Wheat is a complementary food for babies from 6 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of wheat cereal provides 75% of a baby’s daily need of iron. Also a source of 18 important nutrients including vitamins and minerals, Cerelac Wheat Cereal is free from added colours, flavours and preservatives.Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.\xa0Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Dove Rich Moisture Hair to Toe Baby Wash,Baby Dove,400 ml,Rs 315,"['As a mother, you know that bath time is precious. But after every bath, the baby skin loses moisture upto 5 times faster than yours. Our unique Baby Dove Rich Moisture Hair-to-Toe Baby Wash goes beyond mildness, to help replenish the essential moisture and nutrients of the skin lost while bathing. Its pH neutral formula produces a rich, creamy lather, for skin that is clean, effectively moisturised, soft and delicately scented.\nFeatures and Benefits:\n• Hair to Toe baby wash helps retain baby skins natural moisture.\n• Tear Free baby body wash.\n• Hypoallergenic & pH Neutral formula. \n• Fragrance developed for babys delicate skin.\n• Ophthalmologist, Dermatologist & Pediatrician Tested.\n• Suitable for daily use even for newborns.']"
 Cerelac Fortified Baby Cereal - With Milk,Nestle ,Rice & Vegetables,Rs 235,"['Nestle Cerelac Fortified Baby Cereal with milk, rice and vegetables is a complementary food for babies from 8 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of Nestle Rice Vegetables Cereal provides 75% of a baby’s daily need of iron.It is also a source of 18 important nutrients including vitamins and minerals, Cerelac Rice Vegetables Cereal is free from added colours, flavours and preservatives.\xa0Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.Important Notice: Mother’s milk is best for your baby.\xa0Safety Warnings: Infant food shall be introduced only (after the age of 6 months up to the age of two years). Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.']"
Foods Organic - Whole Wheat Ajwain Jaggery Teething Sticks,Early Foods,150 g,Rs 175,"['This product is recommended for little ones who are ready for all grains and nuts and it is a vegan snack. Best if they have 1-2 teeth to chew. If not, you can always dip in milk to help them bite. organic whole wheat teething breadsticks with the goodness of ajwain and jeera. It is made from organically certified whole grains and 0% maida. No baking powder, no soda or raising agents, no egg, 0% sugar, sweetness from organic jaggery and dates. Also, no hydrogenated fats, and it is made from pure cow butter. No preservatives or artificial flavours are added.']"
 Cerelac Baby Cereal - Wheat Apple Carrot,Nestle ,6 months +,Rs 195,"['Nestle Cerelac Fortified Baby Cereal with Milk, Wheat Apple Carrot is a complementary food for babies from 6 months onwards. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Wheat Apple Carrot Cereal provides 75% of the daily need of iron for the baby. Also, a source of 19 important nutrients including vitamins and minerals, Cerelac Wheat Apple Carrot Cereal is free from added colours, flavours and preservatives. Note: While Mothers milk is best for your baby, infant food shall be introduced only after the age of 6 months up to the age of two years. Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use.']"
XXXL (18-35 kg) - 7 Diaper Pants,Mamypoko,7 pcs Pouch,Rs 299,"[""Mamypoko pants XXXL, specially designed for your growing child's needs. With an absorption capacity of 6 glasses and keeps your baby dry all night. Now let your child wake up to happier morning.""]"
Wonder Pants Large (9-14 kg) - 46 Diaper Pants,Huggies,46 pcs,Rs 699,"['Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one.\xa0These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants.']"
Mee Nourishing Baby Wellness Soap,Mee Mee,100 g,Rs 36.75,"['Your little one needs utmost care right from birth to ensure firm, radiant and well-moisturized skin. Nourishing Baby Wellness Soap from the house of Mee Mee is scientifically tested to bring your angel premium skin care. A perfect blend of gentle fragrance, and the goodness of aloe, almond oil and milk extracts, it will keep your babys delicate skin cleansed & healthy always.']"
