Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Royal Poha/Avalakki/Aval/Chivda - Thick,bb Royal,1 kg Pouch,Rs 75,"[""Avalakki, also known as compressed rice or beaten rice, as the name recommends are flakes completed by flattening dehisced rice. These are rigid, bland-tasting, white grains that make softer and tend to swell up to twice their size when soaked in water. Avalakki considered strong because it doesn't include any cholesterol and saturated fat. With less sodium content, compressed rice is a strong choice of calorie. It is normally used for making breakfast dishes, which is always a strong choice. Avalakki is usually soaked in water as they soften and can be inspired with milk and sugar or cooked to create poha, desserts, upma. It can also be fried to create delicious snacks.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/""]"
 Kachi Ghani Mustard Oil,Fortune ,1 L Pet Bottle,Rs 137,"['Fortune Kachi Ghani Mustard Oil, traditionally extracted from the first press of mustard seeds, comes with a high pungency level and strong aroma. Being pure, our cooking oil retains its natural properties and mustard oil benefits. Its strong aroma and pungency spice up your cooking.']"
Royal Toor Dal/Arhar Dal - Desi,bb Royal,2 kg Pouch,Rs 265,"['Toor Dal completes the Indian platter with its distinctive inherent flavor, fragrance and nutrition. These are wealthy source of protein and simple to digest and cook. It is tasty flavor and contains high nutritional value. It is simple to cook property. This lentil is correctly cleaned and is free from foreign material. These toor dals are extremely healthy perfect for the family as brilliant ingredients for different dishes and delicacies.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Popular Rice - Raw,bb Popular,Sona Masoori,Rs 1400,"['Sona Masoori Rice is in aromatic rice that is lightweight and low in starch most often used in dishes such as biryani, sweet pongal, idlis and fried rice. It is fat-free and a superior resource or carbohydrates. It has a good dietary value containing protein and carbohydrates.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Wheat Flour (Chakki Atta),bb Royal,10 kg,Rs 377,"['Atta is made from the choicest grains - heavy on the palm, golden amber in colour and hard in a bite. It is carefully ground using modern chakki\xa0grinding process for the perfect balance of colour, taste and nutrition which also ensures that BB Royal atta contains 0% Maida. The dough made from BB Royal Atta absorbs more water, hence rotis remain softer for longer.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']"
Sampann Toor Dal,Tata Sampann,1 kg,Rs 143.04,"['Dals or lentils are a staple in Indian cooking. Every Indian home will see at least one dal dish on the table during lunch and dinner. The unpolished Toor Dal from the house of Tata is a high quality product that is nutrient heavy and used in a variety of preparations in most parts of India. Tata I Shakti Unpolished Toor Dal comes in various quantities. This 1 kg pouch contains Toor dal that has been sources from the best farm lands in the country. It is unpolished and retains its soft outer covering which acts as precious fibre for the system, even as this dal provides essential protein, magnesium, potassium and other minerals to the body.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Maida,bb Royal,2 kg Pouch,Rs 90,"['Maida is considered as bleached flour that has less protein compare to unbleached. It is an ideal blend of smooth and tough wheat. This flour is Bleached flour has less protein than unbleached. It is a extremely finely milled flour used in Indian cooking for making breads, pastries and various biscuits and in particular parottas.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']"
Royal Organic - Sona Masoori Raw Rice,bb Royal,10 kg,Rs 649,"['Organic Sonamasuri Rice is famous for being a staple food in the Southern regions of India. It is aromatic, lightweight and considered to be of the best quality. It is perfect for preparing dishes like sweet pongal, fried rice, biryani, or can also be used for daily cooking.']"
Royal Mustard/Rai - Small,bb Royal,500 g,Rs 57,"['Mustard seeds enjoy the peppery, sweet-smelling rustic flavour and fragrance that mustard can add to your meals. These are a very trendy ingredient in many regional cuisines. they are recognised to have several benefits since they are low in calories and high in dietary value and have a lot of antibacterial and antiseptic qualities.']"
Atta - Select,Aashirvaad,1 kg Pouch,Rs 61.38,['Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']
Royal Sugar,bb Royal,5 kg,Rs 260,"['Sugar is finished from organic sugar cane, the grains are light cream colored. It is an improved option as opposed to refined sugar that is pure white in color. It is an immense supply of energy and has necessary minerals with no harsh chemicals or additives. Sugar is sucrose that becomes glucose. Sugars glycolic acid can be very supportive in retaining the wellbeing and look of your skin.']"
Sugar - Refined,Madhur,5 kg Pouch,Rs 243,"['Madhur sugar is pure, hygienic and meets international standards. It is available in small and medium crystal sizes packed in 1kg and 5kg quantity.\nMadhur has brought together knowledge of sweetening passion to develop a product that is untouched by hand for the consumers.\nFrom the morning cuppa, the favourite cake and the special recipe, we make it better. No matter what the occasion is we are there with a brand you know and trust.']"
Royal Green Moong Whole/Sabut,bb Royal,1 kg Pouch,Rs 147,"['BB Royal whole green moong are procured from reliable and high quality sources, and are extremely beneficial for your health. The moong dal is easy to digest, has a pleasant sugary flavour and feels soft. The beans are best consumed after being sprouted, since the sprouts are rich in vitamin C.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Idli Rice,bb Royal,5 kg Pouch,Rs 250,"['Idli Rice is wholesome as it is a rich supply of fibers and is effortless to digest and strong. It is a great supply of carbohydrates and proteins. They are light and it can create in jiffy with minimal ingredients. It makes soft, flaky rice flour idli flavor yummy with any chutney, sambar or even podi. It is desired for making dosas and idlis, as well as kanji for babies and elders.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Popular Kabuli Channa,bb Popular,1 kg Pouch,Rs 110,"['Kabuli chana is believed to be one of the earliest cultivated legumes. It looks kind of like a wrinkled hazelnut. This is one of the versatile dishes of Indian cuisine, having a nutty and creamy flavor. White chickpeas are one of the most famous edible legumes of firm texture. It is a rich source of minerals such as iron, potassium, magnesium, calcium, phosphorous and importantly, molybdenum.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Gold - Pro Healthy Lifestyle Edible Oil,Saffola,1 L Pouch,Rs 149,"['Are you pushing for a healthy lifestyle even amongst the hustles of the modern days? Today our food habits, stress & activity level affect both our health & heart. But health can also be a part of your life when you find your own way of being healthy. Choose Saffola Gold cooking oil, which partners your journey for a healthy lifestyle so that you have a healthy heart.Saffola Gold, Pro Healthy Lifestyle Edible Oil, takes care of you and your family by bringing together the benefits of natural Antioxidant, MUFA, PUFA and Vitamins A and D, thus the power of blended cooking oil offers Improved Nutritional Profile, with Losorb technology which ensures 20% less oil absorption in your food, hence blended oils give you a convenient way of getting the better of two oils in one.']"
Royal Fried Gram/Bengal Gram,bb Royal,200 g Pouch,Rs 28,"['Fried Gram is consumed in the form of entire dried seeds and in the form of dhal, made by splitting the seeds in a mill and separating the husk. It makes a great, healthy snack on the go because they are rich in fiber and protein, and low in fat and calories. It is perfect for food preparation into various dishes at house, hotels, restaurants, cafeterias, etc. It is one of the most essential pulses in India.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Urad Dal - Split,bb Royal,1 kg Pouch,Rs 165,"['Urad dal split is a skinned, fawn colored lentil with a strong flavor that has been split in half. This Urad dal includes fat, protein and carbohydrates that your body requires. It is rich in vitamins and dietary fibers, which also improve digestion. It aids in reducing cholesterol and develops cardiovascular health.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Organic - Almond/Badam,bb Royal,500 g,Rs 649,"['BB Royal Organic Almonds are of Indian Origin almonds and it’s sourced from the certified organic farms. Naturally, Indian origin almonds vary in size, grade, texture, colour and taste when compared to imported almonds.']"
Royal Peanuts/Mungaphali/Shengdana - Raw,bb Royal,1 kg Pouch,Rs 170,"['Raw Peanuts are the unique Health Nut. Every oval-shaped kernel or seed is comprised of two off-white lobes that are enclosed by a brownish-red skin. They have B vitamins, Vitamin E, protein, fiber and necessary minerals. Peanuts have a strong, creamy and nutty flavor.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Organic - Brown Sugar,bb Royal,1 kg,Rs 93,"['Organic Brown sugar is a sucrose sugar product with a distinctive brown color due to the presence of Organic molasses. It is either an unrefined or partially refined soft sugar consisting of sugar crystals with some residual molasses content, or it is produced by the addition of molasses to refined white sugar (commercial brown sugar).']"
Royal Channa Dal,bb Royal,1 kg Pouch,Rs 105,"['Channa Dal is a ready supply of proteins for a balanced diet containing little or no meat. It is nutty flavor and sweet, this dal is amongst the most famous dal in India. Channa Dal contains a mild sweet taste when cooked and is rich nutritious.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Gate Basmati Rice - Feast Rozzana,India Gate,5 kg Pouch,Rs 409,"['India Gate Basmati Rice Feast Rozzana is defined by its long grains and amazing aromatic flavour. Having this rice is truly having a feast rozzana (a daily feast); combine it with your veggies and serve a nice pulao. Without this Basmati Rice, your biryanis will seem dull and tasteless. This is the perfect ingredient for different rice recipes.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Sona Masoori Rice Raw Rice - Super Premium,bb Royal,5 kg,Rs 350,"['Sona masoori is a variety of Indian white rice. It is a medium-grain, sweet-smelling rice that is trivial and low in starch. Sona masoori is naturally used in dishes such as biryani, sweet pongal, fried rice and idlis. Significant its nutrition information can assist you decide how it fits into your meal plan.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Bansi Sooji,bb Royal,1 kg Pouch,Rs 60,['Bansi Sooji is wealthy in fiber and very healthful. Bansi Sooji creates a very healthy and is very strong and good for people who are on diet. Bansi Sooji is utilized widely in the kitchen for preparing a amount of dishes. It is very tasty to prepare and enjoy it. Be it the delicious dessert of Halwa or the major course meal Bansi Sooji comes to utilize as the main ingredient in a variety of Indian dishes.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']
Royal Rice - Dosa,bb Royal,2 kg Pouch,Rs 95,"['Dosa Rice is easy dosa recipe which we can make in jiffy with minimal ingredients. It makes crispy, flaky rice flour dosa taste delicious with any chutney, sambar or even podi. It is preferred for making idlis and dosas, as well as kanji for babies and elders, as it is easier to digest and better in terms of nutrition than raw rice.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Rice Surti Kolam,bb Royal,1 kg Bag,Rs 75,"['Surti Kolam Rice are short, soft and easily digestible. It imparts a distinct floral aroma when cooked. It is nurtured on the rich Indian soil which has made this variety of rice amazing. It offers various health benefits, as it contains numerous nutrients. It contains vitamins, carbohydrates, proteins, etc. It is light in weight and easy to digest aromatic rice.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Urad - Whole/Gota,bb Royal,1 kg Pouch,Rs 137,"['Urad wash gota is a skinned, off-white colored lentil with a strong taste and is native to India. It is a superb supply of protein and dietary fibre. It is one of the finest plant supplies of protein. Minerals such as iron, folic acid, magnesium and potassium, and vitamin B are also there.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Organic Cow Ghee,Fresho Organic,500 ml (450 gm),Rs 349,"['1)Fresho! Organic Ghee is manufactured in a safe, hygienic facility.\r\n2)Our rich flavored ghee is made from traditional churned butter; which in turn is processed from curd. A slow boiling method is applied to retain the rich flavour and traditional aroma. The richness in the texture is due to the usage of fresh nutrient rich milk.\r\n3)We engage in fair methods of organic farming.\r\n4)The cows in the farms are continuously monitored in terms of health and behaviour. No chemical feed , antibiotics or vaccines are used on the cows as it might disturb their biological cycle.\r\nEach cow is free- ranged and allocated a specific clean area for grazing.\r\n5)We engage in No usage of Chemicals and Preservatives; and hence our dairy products are free from traces of chemicals and other harmful residues. You can care freely indulge into our range of Organic dairy products and treat your taste buds.\r\n  Home Style Ghee Nature: Fresho organic ghee is made in traditional home style method. Since this process involves converting churned butter to ghee, ghee residue or sedimentation is a natural by-product. The  sedimentation is dark-brown or black  on visual inspection. If you find the same in pack of the bottle that you have bought, please try the same without slightest of hesitation. However, please  shake the bottle well or keep the same in inverted position for 2 minutes shake it well  and enjoy the goodness of natural ghee. Ghee residue or sedimentation is great source of antioxidant, which is known to fight free radicals in your body and slow down aging process. Please note that home style ghee is naturally darker in color when compared to commercially manufactured ghee available in the market.']"
Royal Organic - Brown Chana/Channa Brown,bb Royal,1 kg,Rs 110,"['Organic Brown Chana comes in the kind of legumes in the family of chickpeas. It is high in proteins. It is an extremely good source of zinc and rich in carbohydrates. It contains a group of dietary fiber that is necessary to maintain a healthy lifestyle. This is cultivated without the use of pesticides ,artificial fertilizers or chemicals']"
Popular Raisins/Kishmish - Indian,bb Popular,200 g Pouch,Rs 70,"['Raisins are processed by sun drying and tray drying numerous different kinds of grapes. They are small and sweetly flavored with a wrinkled texture. Indian Raisins are offered in different size and colors. They have a flavor related to the grapes from which they are prepared, but the drying process which creates them concentrates the amount of sugar making them taste much sweeter. They are a logically stable food and oppose spoilage due to their low moisture and low pH.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/']"
Royal Besan Flour,bb Royal,1 kg Pouch,Rs 95,"['Gram flour or besan, is a light yellow color pulses flour made by grinding chickpea (Bengal gram). It is rich in fiber and nutrients, that can improve heart health, stabilize blood sugar and prevent diabetes. Besan is used to make batter for fries like bhajjis, pakodas and vadas. It is also used to make desserts and various kinds of sweet dishes. It can be used as a natural scrub for the skin and is believed to enhance complexion.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']"
Royal Almond/Badam - Californian,bb Royal,Giri,Rs 245,"['Almonds are light brown-skinned, firm, ripe seeds of the almond fruit. They have a wealthy yet subtle bitter-sweet flavour. These are riches of nutrients, particularly dietary fibre, mono-unsaturated fatty acids, and protein, B complex vitamins. Also, it is wealthy in vitamin E and minerals such as potassium, zinc, iron, calcium, selenium, manganese.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/']"
Royal Rajma - White/Chitra,bb Royal,1 kg Pouch,Rs 155,"['Rajma White is superior to the regular rajma and very soft feel and more delicate flavor. These are white in color. Pulses are low in fat & cholesterol, high in dietary fiber and rich in protein. The normal antioxidants in the beans offer numerous health benefits. These are of finest quality and free from injurious chemicals and powders.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
 Rice Bran Oil,Fortune ,1 L Pouch,Rs 125,"['Fortune Rice Bran Health Oil is physically refined oil, it contains Gamma Oryzanol, that reduces cholesterol, keeps heart healthy. Vitamin E helps in maintaining the balance of the nervous system, natural antioxidants. Best suitable for health conscious people.']"
 Refined - Sunflower Oil,Dhara ,1 L Pouch,Rs 102,"['Dhara Health Refined Sunflower Oil comes with the goodness of unique Low Absorb Technology which means that the food cooked in it absorbs less oil. It also contains the goodness of Vitamin A, D & E. Dhara Health is a good source of polyunsaturated fatty acid (PUFA) and contains high amount of Omega 6, the Essential Fatty Acid (EFA) which cannot be synthesized in the body and has to be consumed from external sources.']"
Royal Masoor Dal,bb Royal,500 g Pouch,Rs 60,"['bb Royal brings the finest quality of Masoor Dal, one of the most used lentils in the Indian kitchen. The split red lentils are thoroughly cleaned and vacuum packed so that you can directly use it from packet.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Popular Black Pepper/Kali Mirch,bb Popular,100 g,Rs 74,"['Black pepper is one of the fresh and quality products that guarantee its edibility to use. It adds an aromatic touch and flavour to all food items.\xa0Black pepper is used along with other spices too to improve the flavour and taste. It is a rich supply of manganese, vitamin-C, potassium, vitamin K, dietary fibre and iron. Black pepper is also a very fine anti-inflammatory agent.']"
Oil - Gingelly,Idhayam,500 ml Pouch,Rs 172.90,"[""Idhayam Gingelly Oil ensures you the best health by pushing your Blood Pressure down, lowering your Cholesterol and keeps your skin healthy. It's soft for heart that adds flavour to the cuisine. It provides good oral health too. It also includes mustard oil in the list of their product range. It helps to stay healthy and fit.""]"
Royal Organic - Chana Dal/Channa Unpolished,bb Royal,1 kg,Rs 119,"['Organic Channa Dal plays the vital part while accompanying rice or rotis. It is one of the best dals to improve taste and purity after preparing it. The finest thing about Channa Dal is multiple dishes can be completed out of it. This Dal consists of number of health advantages; Bengal gram dal has a nutty flavour, and is a rich supply of protein. It also has a low glycemic index.This is cultivated and processed without the use of pesticides ,artificial fertilizers or chemicals']"
Royal Sabudana - White,bb Royal,Medium,Rs 65,['Sabudana is finished from the starch extracted from the pith (center) of the sago palm stems. Sabudana is a food which is full supply of energy and carbohydrates. It is take out from the center of sago palm stems in the form of starch. It is also well-known as tapioca pearls. It is very much low in protein but also low in fat. It is useful as an alternate in binding the dishes or making them thick.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']
Popular Urad Dal - Split,bb Popular,500 g Pouch,Rs 70,"['Urad dal is popularly soaked and ground to make batter for dosas, idlis , vadas, etc. It is used in chutneys, curries and sometimes too make desserts as well.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Royal Coriander / Dhania - Seeds,bb Royal,200 g,Rs 49,"['bb Royal brings you the finest pack of coriander or dhania seeds. Sourced directly from the best farms, these seeds are packed hygienically in food grade plastic bags, which keep contamination at bay. Another reason for its popularity is its rich aroma and the flavour it brings to any Indian dish.']"
Royal Dry Red Chilli - With Stem,bb Royal,200 g,Rs 88,"['With a hot, peppery flavour and distinctly pungent aroma, Fresho red chillies are used popularly to prepare many yummy dishes. They also add colour to the food, thereby making it look more appealing. Fresho obtains premium quality red chillies from reliable growers and packs them carefully to avoid the loss of taste, flavour or nutritional value.']"
Royal Moong Dal,bb Royal,500 g Pouch,Rs 79,"['Moong dal is sweet-tasting, yellow-coloured, split green moong beans, husked. These are high in fibre and protein. They have vitamins A, B, C and E and are an enormous source of minerals such as potassium, iron and calcium. They contain a low glycemic index and almost no fat content.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
Healthy & Tasty - Refined Sunflower Oil,Emami,1 L Pouch,Rs 105,"['Emami Healthy & Tasty Sunflower Oil is manufactured with Multistage European Refining Technology for highest purity and retention of natural nutrients. This amazing oil contains vitamins and anti-oxidants, which will help your skin and hair. Also, it will lower cholesterol, reduce acne, and reduce the risk of cardiovascular disease.']"
 Sunflower Refined Oil,Fortune ,5 L Can,Rs 525,"['Fortune Sunflower Oil is a light, healthy and nutritious cooking oil. Being rich in vitamins and consisting mainly of polyunsaturated fatty acids, it makes food easy to digest.']"
Royal Organic - Moong Dal,bb Royal,Unpolished,Rs 81,"['Moong dal will get from Mung beans. The split moong dal is utilized in Indian curries. It is high in fiber and protein, other than low on fat.This is cultivated without the use of pesticides ,artificial fertilizers or chemicals']"
Royal Organic Kabuli Chana/Channa,bb Royal,1 kg,Rs 131,"['BB Royal Organic Kabuli Channa contains got high fibre content, they are proper vegetarian stuff and hence good to fill your stomach with. Bring home BB Royal Organic Kabuli Chana and like the real taste of it which is free from synthetic chemicals and pesticides.']"
Royal Rice - Flour,bb Royal,1 kg Pouch,Rs 47,"['Rice flour is made from grounded raw rice and is the perfect substitute for wheat flour, which sometimes may trigger irritation in the digestive system. A staple of Southeast Asia, Japan and southern India, rice flour is used in several recipes as a thickening agent. It is also the most preferred ingredient for gluten-free baked products as it is has a unique and sandy texture.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']"
Royal Organic - Raw Peanuts,bb Royal,1 kg,Rs 177,"['BB Royal organic raw peanuts bring to you a premium taste of nuttiness. Remember raw peanuts are not going to be as toasty but nevertheless, you can easily toast them at home. The organic peanuts are laden with the goodness of health and taste. They are devoid of any harmful chemicals and toxins too. And it is so affordable too.']"
Royal Organic - Cardamom/Elachi Green,bb Royal,20 g,Rs 159,"['Cardamom is a spice made from plants in the genera Elettaria and Amomum in the family Zingiberaceae. They are recognised by their small seed pods, triangular in cross-section and spindle-shaped, with a thin, papery outer shell and small black seeds. It is free from synthetic chemicals and pesticides.']"
Royal Organic - Powder Jaggery,bb Royal,1 kg,Rs 100,"['Extensively used for making variety of food items, the offered powder is extremely demanded for its sweetness and purity. The flavor is milder than refined sugar. It is free from synthetic chemicals and pesticides.']"
Royal Channa - Kabuli,bb Royal,200 g Pouch,Rs 25,"['Kabuli channa or garbanzo beans are pale brown coloured, thin-skinned, starchy, soft and creamy textured legumes.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/']"
 Oil - Groundnut,Dhara ,1 L Pouch,Rs 177,"['Dhara groundnut oil has wealthy source of saturated, polyunsaturated fatty acids and monosaturated fatty acids. It is less filtered keeping several of the groundnut proteins in order to maintain the nutrition and flavor.']"
Popular Cashew/Kaju - Broken,bb Popular,100 g Pouch,Rs 94,"['Cashew - Broken (4 pc) are rich in monounsaturated fatty acid and minerals such as iron, potassium, phosphorous, copper and zinc, selenium. They also contain high-quality amounts of dietary fibre, oil and antioxidants. This makes them more efficient than other nuts in thickening water-based dishes such as meat stews, soups and some Indian milk-based desserts.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/']"
Royal HMT Kolam Rice,bb Royal,1 kg Pouch,Rs 72,"['Selected directly from farms across the country, BB Royal HMT Kolam rice is long and grainy in texture. Kolam rice is grown and consumed in large parts of western and southern India. On cooking this rice, you get an aromatic fragrance that tantalizes the taste buds. Plus, since it is easy to cook, one can eat it everyday.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/']"
Royal Organic - Cashew/Kaju Whole Premium,bb Royal,200 g,Rs 289,"['Cashew Whole is enhanced with high calorie and fat content. It contains several health advantages because of their rich mineral content. It is rich in iron, zinc, copper and manganese for metabolism. It is enormous for adding a creamy texture to your dishes with no overpowering other flavours. You can also enjoy the entire cashews as a snack on their own. It is free from synthetic chemicals and pesticides.']"
Pure Ghee,Amul,1 L Carton,Rs 494,"['Clarified Butter or Pure Ghee is a staple in Indian Kitchens. Known to be rich in anti oxidants and trans fat, this product from the house of Amul can be used for cooking and aids people in the weight management process as well. Amul is well known for its wide range of high quality dairy products.']"
Royal MP Sharbati Atta,bb Royal,5 kg,Rs 235,"['BB Royal 100 % pure MP Sharbati whole wheat atta is made from natures finest selection of wheat sourced from Sehore, Madhya Pradesh. The favourable soil and weather conditions of Sehore lend the Sharbati grain, its size, golden sheen and moisture absorbing ability. Rotis made from this Sharbati atta are aromatic, puffier and stay softer for longer duration making it a wholesome and preferred choice.']"
Royal Wheat Broken/Dalia,bb Royal,1 kg Pouch,Rs 60,"['Broken wheat or cracked wheat or couscous is made by milling whole raw wheat grains. Wheat is cleaned and husked and then processed to the necessary size. It is extremely nutritious as it does not undergo refining. When broken wheat is cooked, it has a hearty, warm smell and a lovely, grainy taste. It is faintly nutty and chewy.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/']"
Salt - Iodised,Aashirvaad,1 kg Pouch,Rs 19,"['Ashirvaad Iodized Salt is acquired by evaporating brine or salt water in low basins by wind and sunlight. It is the spirit of all life, enabling excellent fitness and health. It is good that goes into all set of Aashirvaad Iodized salty.']"
