Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
 Juice - Classic Apple,Appy ,160 ml Carton,Rs 10,['Appy Fizz consists of sparkling apple juice and is used as the foundation for cocktails and is a well-liked drink with the early life. It is dissimilar any other yielding drink. It is not just for consumption but it is for having fun and creating moments of laughter.']
Fruit Power Juice - Mixed Fruits,Real,1 L,Rs 105,"['Real Power Mixed fruit, is a great blend that brings together the best qualities of different fruits while retaining a unique taste of its own.']"
Nutrition Drink - Health,Boost,Energy & Sports,Rs 217,"['Nourishing beverage that helps build stamina. Boost has nutrients which help in maintenance of optimal bone & muscle strength. Boost is enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6) that help transport oxygen more effectively in the body.']"
Mineral Water,Kinley,1 L Pack of 15,Rs 300,['Kinley water understands the value and importance of this life giving force. They might claim to be secure but it is what you can trust. It is truly pure and safe. It comes with a guarantee of safety from The Coca-Cola Company.']
Fruit Juice - Delight,Tropicana,Litchi,Rs 110,"['Savour the superior taste of litchis !\nA special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana.\nDid You Know?\nLitchi was first cultivated as early as 1700 BC. They are known to be an excellent source of vitamins and minerals.']"
Roses Dust Tea,3 Roses,250 g,Rs 116,"['• Since 1869, Brooke Bond has brought you the perfect tasting tea experience with the best chosen leaves from Assam. Brooke Bond has launched 3 Roses, one of Indias most preferred tea brand today. Brooke Bond 3 Roses since then has changed the way people drink tea.• In earlier time, tea was consumed for refreshment or just as a habit. Brooke Bond 3 Roses introduced Indias Tea as the most favourite hot beverage promising you - A Perfect cup of tea. Brooke Bond 3 Roses talented expertise gives you rich colour, irresistible taste and correct strength by perfectly blending three different tea leafs. When the three come together it is just perfect! It is so tasty that one cup of tea will never be enough, because it has perfect Colour Taste and Strength.• The Perfect Brew for Healthy and Playful MischiefA cup of Brooke Bond 3 Roses Tea is not just tasty but also healthy. Every cup of 3 Roses Tea contains special tea Leafs with natural flavonoids that helps improve blood circulation which is good for your familys health. These healthy flavonoids give 3 roses tea its perfect colour taste and strength. Its full of health and full of life. Its unmatched taste ignites playful mischief in the relationship. Healthier brew with Refreshing taste. It is irresistibly good relationship brew!Features & Benefits - • A sip of Brooke Bond 3Roses tea spreads warmth, care and mischievous behavior in you• High quality blends of tea rich in Color Taste and Strength and rich in healthy flavonoids.• Brooke Bond 3 Roses which is Stronger than ever stands for Perfect CTS Brooke Bond 3 Roses provides you the best blended tea Processed in the unique Brooke Bond Tea Excellence Center.• Its good time to talk with your favorite cup of 3 Roses tea']"
Roses Tea - Natural Care,3 Roses,250 g,Rs 138,"['• 3Roses Natural Care is from the house of Brooke bond and the brand 3Roses.• 3 Roses Natural Care Tea contains the goodness of 5Natural Ingredients - Cardamom, Ginger, Tulsi, Mulethi & Ashwagandha, all of them extremely beneficial for your body as they enhance immunity while giving a unique flavor to the rich tea. Buy the 3 Roses Natural Care Tea in a 100 gm pack now!Disclaimers - • As per Ayurvedic texts and human studies on NK cell activity , the mix of Natural Ingredients in 3 Roses Natural Care tea helps protect from cold, cough and flu. Based on Market research studies done on 785 consumers. 3Roses Natural Care tea helps build immunity against common ailments. Contains added Natural flavors.Features & Benefits - • 3 Roses Natural Care contains Cardamom which helps in digestion• 3 Roses Natural Care contains Ginger which Helps protect from cough & cold• 3 Roses Natural Care contains Tulsi which helps build body resistance and Mulethi which helps soothe the throat• 3 Roses Natural Care contains Ashwagandha which helps cope with stress.• Also Available in 100g, 250g, 500g and 1kg packs Enhances Immunity']"
Powder Mix - Hot Chocolate Drink,Cadbury,200 g,Rs 165,"['Cadburys Drinking Chocolate is the perfect way to make milk enjoyable for your children. It has an authentic chocolate taste that is a joy to every tongue, old and young. \r\nA treat for all hot chocolate drink lovers, to be enjoyed with friends and family!']"
Juice - Fruit Power,Real,Orange/Santra,Rs 105,"['Real Orange packs all the fun, quality and the nutrition of oranges, sourced from the finest orchards from the across the world.']"
Activ Juice- Orange,Real Activ,with No Added Sugar,Rs 130,['Increase the nutritional value of the first meal of your day with Real Activ Orange juice. Real Activ Orange juice is reconstituted 100 % Juice']
Delight Fruit Juice - Cranberry,Tropicana,1 L Tetra,Rs 110,"['Enjoy the refreshing and delicious taste of cranberries!\r\nA special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana.\r\nDid You Know?\r\nCranberry is rich in pigments that add an exciting colour to its juice. This makes it a great choice for making blended drinks.']"
Traditional Filter Coffee Decoction,Id,150 ml,Rs 80,"['iD presents a simple solution for a perfect filter coffee fix. iD Traditional Filter Coffee Decoction is made of an optimum blend of 80% coffee and 20% chicory. The coffee is plucked, roasted and ground before being drip-brewed the authentic way, and has no added preservatives, colour or artificial flavours. Just open this pack, pour it, and mix it with whole milk to enjoy the perfect cup of nostalgia. One pack makes 10 cups of filter coffee. Once opened, refrigerate & consume within 10 days, or before the expiry date (whichever is earlier).']"
Soft Drink - Lime Flavoured,Sprite,300 ml,Rs 33,"['Sprite is a clear lime drink truly meant to quench your thirst & refresh you since 1999. Now, don’t confuse ‘thirst’ with anything else under the sky! It’s not your agony aunt but just a drink that refreshes you. Be it summers or winters, Sprite will always keep you refreshed. It has true feelings for your thirst. Believe it!\r\nIts crisp lemon-lime taste makes you feel like you’ve just stepped out of a cold shower. Clear Hai? \r\nYou can’t drink this refreshing Sprite by just looking at the page so Buy Now!']"
Fruit Juice - Apple Delight,Tropicana,2x1 L Multipack,Rs 150,"['Enjoy the refreshing and delicious taste of apples! Now in a bottle! Drink the goodness you can see. With no added preservatives, colours or artificial flavouring, Tropicana puts the good in the morning across its different flavours.Did You Know? Apples provide many health-promoting properties and hence they are a preferred filler between meals. That’s why they say “An Apple a day keeps the doctor away”.']"
Juice - Fruit Power,Real,Mango/Aam,Rs 100,['Real Mango is made with the best mangoes. It is so thick and full of mangoes that each drink is like biting into the rich fruit itself.']
 Classic Coffee Powder,Nescafe ,50 g Glass Jar,Rs 150,"[""To take your coffee experiences to the next level, NESCAFE, the world's favourite instant coffee brand, brings forth a rich and aromatic coffee in the form of NESCAFE Classic. The unmistakable flavour of NESCAFE Classic is what makes this signature coffee so loved all over the world. \r\nStart your day right with the first sip of this classic 100% pure coffee and let the intense taste and wonderfully refreshing aroma of NESCAFE instant coffee awaken your senses to new opportunities. With over 75 years of experience and working with coffee farmers, to help them grow more sustainable coffee through improved crop techniques, we deliver the best coffee produced by the best selecting, roasting and blending methods.\r\nStorage Recommendation: Do store the product in a cool, dry and hygienic place. To ensure lasting freshness, close the lid tightly after every use. Always use a dry spoon.""]"
Milkshake- Chocolate,Cavins,180 ml,Rs 27.90,['The thick and smooth taste of this creamy chocolate flavour is good for cold milk.']
Health Drink,Bournvita,75 g Pouch,Rs 30,"['Cadbury Bournvita is a delicious chocolate health drink which is enriched with Vitamin (D,B2,B9,B12). It combines the great taste of chocolate, and goodness of essential nutrients that aid growth and development. Bournvita is a malted chocolate drink mix that can be enjoyed piping hot or deliciously cold. Try blending Bournvita with milk and ice cream to make a chocolate milkshake that is delectable and nutritious.']"
Drink Mix - Badam,MTR,1 kg Jar,Rs 395,"['MTR Badam Drink is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to drinking milk. Since the ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and also help in boosting immunity & strength.MTR Badam Drink is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to drinking milk. Since the ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and also help in boosting immunity & strength.MTR Badam Drink is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to drinking milk. Since the ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and also help in boosting immunity & strength.']"
Royal Green Tea - Tulsi,bb Royal,50 g (25 Bags x 2 g each),Rs 62.50,['BB Royal Green tea is rich in anti-oxidants. It also increases metabolisim that burns calories & reduces fat content in the body. Drinking green tea on a daily basis refreshes your body & keeps you healthy.']
Hommade Lemoneez - Goodness Of 33 Lemons,Dabur,250 ml,Rs 75,"['Hommade Lemoneez Made from finest lemons sourced from Brazil, Dabur Hommade Lemoneez makes your job easier and faster. One bottle (250ml) of Dabur Hommade Lemoneez is equivalent to the juice of 33 lemons. Made from 100% fresh lemon extract, Dabur Hommade Lemoneez is absolutely pure and safe.\xa0Our Hommade range is an inspiration for seasoned cooks, experimental folks who like to try cooking and aspiring chefs-to-be. Our Hommade Lemoneez bottle is equivalent to extract of 33 lemons. This product contains natural Lemon & lime juice extracts. 2 tbsp of Hommade Lemoneez is equivalent to the juice of 1 Lemon, make sure you use in recipes accordingly. Speaking of recipes, it is great to be used in mocktails, nimbu paani & various veg/non-veg dishes. Freshest ingredients always - the taste of Hommade!']"
Royal Green Tea - Lemon & Honey,bb Royal,50 g (25 Bags x 2 g each),Rs 62.50,['BB Royal Green tea is rich in anti-oxidants. It also increases metabolisim that burns calories & reduces fat content in the body. Drinking green tea on a daily basis refreshes your body & keeps you healthy.']
Green Tea - Ginger Mint Lemon,Tetley,50 g (25 Bags x 2 g each),Rs 130.50,"['Tetley Green Tea with the invigorating flavour of ginger, mint and lemon is a flavourful and perfect blend of elements that will be your first step towards a life of wellness! While ginger boasts a range of benefits like soothing ailing muscles, aiding digestion and assimilation, mint acts as a blood purifier and lemon boosts immunity.']"
 Soft Drink - Lemon & Lime Flavoured,Limca ,750 ml PET Bottle,Rs 40,"[""Feeling low? Limca’s lemony fizz will get you going again!\r\nLimca is an exciting cloudy lemon drink combining a sharp fizz and a lemony bite that's enough to lift spirits in no time. The ultimate thirst quencher and a provider of freshness, the ‘Lime n Lemoni’ Limca recharges you with every sip. Thus, don’t let thirst take you down, grab a Limca and Phir Ho Ja Shuru! \r\nThis cold drink has been quenching thirst since 1971 and also publishes the Limca Book of Records as a reverence for those who know the art of defeating and winning. You can check out the latest Limca Book of Records at www.limcabookofrecords.in.""]"
 Sunrise Instant Coffee - Chicory Mixture,Nescafe ,50 g Glass Jar,Rs 100,"['Nescafe Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. Nestle’s world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesn’t seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.\xa0THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.']"
Health Drink - Malt Based,Boost,200 g Jar,Rs 90,"['Nourishing beverage that helps build stamina. Boost has nutrients which help in maintenance of optimal bone & muscle strength. Boost is enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6) that help transport oxygen more effectively in the body.']"
Fruit Power Juice - Guava/Amrud,Real,1 L,Rs 100,"['Blessed with numerous nutrients of nature, the Pink guava is well known for its great taste and numerous health benefits.']"
100% Juice - Mixed Fruit,Tropicana,1 L,Rs 135,"['Tropicana 100% Mixed fruit juice has no added sugar for a healthy you.\r\nWith no added preservatives, color or artificial flavouring, Tropicana puts the good in morning.\r\nAdd a glass of Tropicana 100% to your breakfast and give your day a great start. Its 9 nutrients revitalize your body and awaken your senses. Be alive, all day long.']"
Up Soft Drink,Thums Up,300 ml Can,Rs 33,"['Thums Up is well-known for its strong, fizzy flavor and its secure, mature and distinctively masculine attitude. This brand obviously seeks to divide the men from the boys. A glass soft drink goes well with any variety of food and any type of mood.']"
Slice Mango Juice,Tropicana Slice,1.2 L Bottle,Rs 65,"['India and mangoes go a long way. A fruit so succulent, so sweet and so desired, that Indians waited impatiently for the seasons to turn and bring them closer to their beloved fruit. Keeping this fascination of mangoes we present you Slice which is a refreshing Mango Drink which celebrates the taste of mangoes!  Tropicanas fruit expertise and Slices taste perfection have come together and Slice is now Tropicana Slice.']"
Roses Dust Tea,3 Roses,500 g Carton,Rs 10,"['• Since 1869, Brooke Bond has brought you the perfect tasting tea experience with the best chosen leaves from Assam. Brooke Bond has launched 3 Roses, one of Indias most preferred tea brand today. Brooke Bond 3 Roses since then has changed the way people drink tea.• In earlier time, tea was consumed for refreshment or just as a habit. Brooke Bond 3 Roses introduced Indias Tea as the most favourite hot beverage promising you - A Perfect cup of tea. Brooke Bond 3 Roses talented expertise gives you rich colour, irresistible taste and correct strength by perfectly blending three different tea leafs. When the three come together it is just perfect! It is so tasty that one cup of tea will never be enough, because it has perfect Colour Taste and Strength.• The Perfect Brew for Healthy and Playful MischiefA cup of Brooke Bond 3 Roses Tea is not just tasty but also healthy. Every cup of 3 Roses Tea contains special tea Leafs with natural flavonoids that helps improve blood circulation which is good for your familys health. These healthy flavonoids give 3 roses tea its perfect colour taste and strength. Its full of health and full of life. Its unmatched taste ignites playful mischief in the relationship. Healthier brew with Refreshing taste. It is irresistibly good relationship brew!Features & Benefits - • A sip of Brooke Bond 3Roses tea spreads warmth, care and mischievous behavior in you• High quality blends of tea rich in Color Taste and Strength and rich in healthy flavonoids.• Brooke Bond 3 Roses which is Stronger than ever stands for Perfect CTS Brooke Bond 3 Roses provides you the best blended tea Processed in the unique Brooke Bond Tea Excellence Center.• Its good time to talk with your favorite cup of 3 Roses tea']"
Delight Fruit Juice - Pineapple,Tropicana,200 ml Carton,Rs 20,"['Enjoy the refreshing and delicious taste of pineapple!\r\nA special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana.\r\nDid You Know?\r\nPineapple is a compound fruit that develops from many small fruits fused together around a central core. It contains an enzyme that is recognized to help in food digestion.']"
100% Juice - Apple,Tropicana,1 L,Rs 135,"['Tropicana 100% Apple fruit juice with no added sugar for a healthy you.\nWith no added preservatives, color or artificial flavouring, Tropicana puts the good in morning.\nAdd a glass of Tropicana 100% to your breakfast and give your day a great start. Its 9 nutrients revitalize your body and awaken your senses. Be alive, all day long.']"
Royal Tea - Premium,bb Royal,250 g,Rs 99,"['A unique mix of tantalising taste and refreshing aroma awaits you with the tea time talks. This blend of tea has 20% longer leaves, with a smooth aroma and a golden liqueur which enhances the flavour and makes you crave for one more sip, just the way tea was meant to be.']"
Drink - Energy,Monster,350 ml,Rs 95,"['Tear into a can of the meanest energy drink on the planet, Monster Energy. It is the ideal combo of the right ingredients in the right proportion to deliver the big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth easy drinking flavour. Athletes, musicians, anarchists, co-eds, road warriors, metal heads, geeks, hipsters, and bikers dig it - you will too.']"
Fruit Juice - Delight,Tropicana,Pomegranate,Rs 180.40,"['Savour the rich taste of pomegranate !\r\nA special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana.\r\nDid You Know?\r\nPomegranate is a fruit of great antiquity, grown for the last 5000 years in Iran and Afghanistan. A good source of nutrients, this fruit makes for a sweet and great tasting juice.']"
Royal Tea - Strong,bb Royal,500 g,Rs 205,"['Rejuvenating. Stimulating. Invigorating. Thats our Kadak Tea. The strong flavour and rich aroma, will surely awaken the refreshed you. The tea has a delightful aroma making it the perfect breakfast tea, which will awaken your senses and help you start your day on the right note, or you can also have it anytime of the day. Simply, sip it and zip past your busy schedule.']"
Dew Soft Drink,Mountain Dew,600 ml Bottle,Rs 40,"['Mountain Dew exhilarates like no other because of its active, high-energy, extreme citrus taste. The idea of daring, challenges, a can do attitude, adventure and exhilaration are deeply entrenched in its brand DNA. Mountain Dew has always celebrated the bold, adventurous and rebellious spirit of youth.']"
 Soda - The Club,Bisleri ,600 ml Bottle,Rs 15,"['EAN Code: 89060217290774  Manufactured by: BISLERI INTERNATIONAL PVT LTD, 29/33, UDAYAGIRI VILLAGE, DEVANAHALLI, BANGALORE-562110  Best before 24-05-2020  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Royal Tea - Masters Blend,bb Royal,500 g,Rs 280,"[""As the name suggests, it is truly a tea connoisseur's delight. Sip it and you will know why. Handpicked from the finest plantations of Assam, each tea leaf is a blend of rich flavour and mesmerizing aroma.\r\nSatiate your senses with the rose golden liqueur and supreme flavour.""]"
Royal Tea - Masters Blend,bb Royal,250 g,Rs 140,"[""As the name suggests, it is truly a tea connoisseur's delight. Sip it and you will know why. Handpicked from the finest plantations of Assam, each tea leaf is a blend of rich flavour and mesmerizing aroma.\r\nSatiate your senses with the rose golden liqueur and supreme flavour.""]"
Natural Juice - Guava Gush,B Natural,1 L Carton,Rs 105,"['Ingredients: Water, pink guava pulp (25%), sugar, citric acid (E330), stabilizer (E440) and vitamin C (E300)']"
Soft Drink - Orange,Mirinda,250 ml Can,Rs 25,"['Mirindas great orangey taste and sparkling bubbles encourage you to be carefree, spontaneous and playful!\r\nWith no artificial flavor, a sip of Mirinda, with its bold taste, will switch on the Pagalpanti in you!']"
Soft Drink,Fanta,1.75 L,Rs 75,"[""Fun, vibrant and bubbly – that’s what defines Fanta best! Fanta lets you make the most of a moment with the tempting taste and its tingling bubbles. \r\nThis 'orange' drink entered the Indian market in the year 1993 and has been loved for its bright color, tempting taste and exciting bubbles. \r\nThis vibrant soft drink can uplift feelings and help free your spirit, encouraging you to indulge in and enjoy each moment to the fullest. So, grab a Fanta bottle now, and enjoy the great Orangey kick in every sip!""]"
Energy Drink,Sting,250 ml Bottle,Rs 27,"['Sting Energy Now in India - It is an energy drink with amazingly refreshing taste. It contains caffeine, tourine & B-vitamins - that stimulates the mind and energizes the body.']"
Natural Juice - Litchi Luscious,B Natural,1 L Carton,Rs 105,"['Ingredients: Water, blended lychee pulp (25%), sugar, citric acid, (E330), stabilizer (E440) and vitamin C (E300)']"
Glucose Based Beverage Mix - Orange,Glucon-D,200 g Carton,Rs 64,"[""Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. But thank god there is Glucon-D! Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. What's better? Added Orange flavour makes it loved by children as well as adults. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.""]"
Royal Tea - Premium,bb Royal,500 g,Rs 220,"['A unique mix of tantalising taste and refreshing aroma awaits you with the tea time talks. This blend of tea has 20% longer leaves, with a smooth aroma and a golden liqueur which enhances the flavour and makes you crave for one more sip, just the way tea was meant to be.']"
Royal Tea - Strong,bb Royal,250 g,Rs 105,"['Rejuvenating. Stimulating. Invigorating. Thats our Kadak Tea. The strong flavour and rich aroma, will surely awaken the refreshed you. The tea has a delightful aroma making it the perfect breakfast tea, which will awaken your senses and help you start your day on the right note, or you can also have it anytime of the day. Simply, sip it and zip past your busy schedule.']"
Glucose Based Beverage Mix - Nimbu Pani,Glucon-D,200 g Carton,Rs 64,"[""Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. But thank god there is Glucon-D! Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. What's better? Added Nimbu Pani flavour makes it loved by children as well as adults. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.""]"
Royal Tea - Strong,bb Royal,100 g,Rs 39,"['Rejuvenating. Stimulating. Invigorating. Thats our Kadak Tea. The strong flavour and rich aroma, will surely awaken the refreshed you. The tea has a delightful aroma making it the perfect breakfast tea, which will awaken your senses and help you start your day on the right note, or you can also have it anytime of the day. Simply, sip it and zip past your busy schedule.']"
Glucose Based Beverage Mix,Glucon-D,450 g (Get 50 g Free),Rs 110,"[""Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. But thank god there is Glucon-D! Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.\xa0Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.""]"
