Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Toilet Cleaner - Bleach,Harpic,White & Shine,Rs 86,"['Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease causing bacteria as well as germs and viruses while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas. |  Removes 100 types of Stains & Germs. |  99% germ kill action |  Whitens dull toilet surface. |  Bleach for a sparkling white toilet. |  Available Variants: Power Plus Original, Power Plus Rose, Power Plus Orange \r\nAvailable Sizes: 200ml, 500ml and 1L']"
So Soft 3 Ply - Toilet Tissue Rolls,Origami,10 + 2 Rolls,Rs 330,"['Origami brings to you soft, absorbent and economic tissue rolls. This multipurpose product can be used for your home, office, party and travel needs. Our products are designed keeping your use and convenience in mind. It has been ensured that they dont cause clogging and they are dispenser friendly as well. These tissues are made using virgin fiber to deliver superior quality and hygiene. Origami products come with an added advantage of being Eco-friendly and are made from regenerative forest resources or recyclable materials, thus also lessening the impact on the environment.']"
Home Dishwash Liquid - Lemon With Aloe vera,BB Home,500 ml,Rs 55,"['BB home dishwashing liquid is the best solution for kitchen cleaning needs. It leaves your utensils sparkling clean with no stains after wash. The special formulation ensures that it is soft on hands and tough on grease. Available in two variants, Lemon and Aloe Vera both packed with the goodness of aloe vera to keep your hands soft, silky and smooth.']"
Home Toilet Roll - 3 Ply,BB Home,200 pulls Pack of 4,Rs 107.20,"[""BB Home Toilet Roll is made with 100% virgin fibre. It's soft and absorbent and can it is flush friendly.Perfect for daily use, it comes with perforation for easy tear.""]"
Home Garbage Bags - Compostable,BB Home,Large,Rs 159,"['Made from cornstarch, it takes 90 to 180 days to decompose. It decomposes completely with the final product becoming manure and making the soil fertile.']"
Klassic Plain Cocktail Napkins (22 X 22 cm),Origami,100 pcs,Rs 26,['Klassic Plain Cocktail Napkins (22 X 22 cm) 100 pcs']
 Detergent Washing Powder - Matic Top Load,Ariel ,2 kg,Rs 472.50,"['New & Improved Ariel Matic gives you tough stain removal in just 1 wash. Especially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1.5 scoops for normal loads, and 2 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removes tough stains like juice, chocolate, tomato and butter/ghee.']"
Fabric Conditioner - After Wash,Comfort,2 L,Rs 395,"['Want your clothes to shine like new every day. Even if you use the best detergents, repeated washing can tangle cloth fibers, making them rough, dull and lifeless. Taking a small step of comfort after wash fabric conditioner nourishes the cloth fibers, damaged by the detergent, giving them new like shine even after repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness. To use it for bucket wash: After washing your clothes with laundry detergent, pour half a cap of comfort in a bucket of water, and soak your clothes for 5 mins. Remove and dry them. Dont rinse the clothes again. To use it for semi-automatic wash: Wash your clothes with detergent as usual. Pour 1 cap of comfort in machine tub in clean water during the last rinse cycle. To use it for top load wash: If your machine has a softener compartment, pour 1 cap of comfort at the start of the wash cycle. Otherwise, pour 1 cap of comfort in machine tub during the last rinse cycle. Front load: Pour 1 cap of comfort in the softener/conditioner compartment at the same time as you add detergent. Add a small step of comfort to your regular laundry routine and experience unbelievable shine, visible softness and freshness. Pick up your favourite comfort today. \nComfort is an after wash fabric conditioner. Only detergent is not enough, comfort is a small step after a wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing. It gives a new-like shine to the clothes, comfort nourishes and untangles cloth fibers, damaged by washing, and gives clothes an unbelievable shine. It provides a long-lasting freshness to the clothes, now with fragrance pearls. The clothes become visibly soft and smooth. It can be used for both hand wash and machine wash clothes.']"
Combo Dettol Hand Wash 900ml + Harpic Toilet Cleaner 1L + Lizol Floor Cleaner 975ml,bb Combo,Combo 3 Items,Rs 508,"[' Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
brite Steel Scrubber Combo,Scotch brite,3x1 pc Multipack,Rs 90,"['Steel Combi has one steel scrub, it comes with a free Scotch-Brite Scrub pad worth Rs.10. It is an ideal tool for daily cleaning needs and tough stains.']"
 Detergent Washing Powder - Matic Top Load 2 kg + Matic - Liquid Detergent 1 lt,Ariel ,Combo 2 Items,Rs 684.10,"['New and Improved Ariel Matic give you tough stain removal in just 1 wash. Specially designed to be used in top loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. It also provides deep down cleaning and long-lasting freshness.Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1.5 scoops for normal loads, and 2 scoops for heavy loads, providing performance along with value. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes and removes tough stains like juice, chocolate, tomato and butter/ghee.The new Ariel Matic Liquid Detergent gives tough stain removal in just 1 wash, as well as prevents your coloured clothes from fading. As a liquid detergent, it dissolves easily in water. The superior technology of Ariel is hard on stains, but soft on the colour of your clothes making it the perfect wash solution.Specially formulated for fully automatic washing machines, 1 lt of Ariel Matic Liquid Detergent washes as much as a 1 kg powder, hence delivering excellent usage value. Ariel has a cutting-edge technology that provides brilliant stain removal for all your clothes, by tackling even tough stains like tea, coffee, chocolate, tomato, etc. The unique cap ensures 0% spillage, to give you a non-messy, truly delightful experience. Ariel Matic liquid washing detergent also has a refreshing, long-lasting fragrance that freshens up your loads. Step out into the world with confidence knowing that you have Ariel as your partner in the laundry.']"
Stain Remover,Vanish,2x800 ml Multipack,Rs 366.16,"['• Available Variants:\r\n\r\nVanish Powder - 120g, 240g & 450g.\r\nVanish Liquid - 180ml, 400ml & 800ml.']"
Lizol Floor Cleaner - Floral 975 ml + Lizol Floor Cleaner - Lavender 975 ml,Lizol,Combo 2 Items,Rs 358,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Lizol Floor Cleaner - Floral 2 L+ Lizol Floor Cleaner - Lavender 2 L,Lizol,Combo 2 Items,Rs 747,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Home Facial Tissues - 2 Ply,BB Home,100 pulls,Rs 50.25,"[""BB Home Facial Tissues is made with 100% virgin fibre. It's durable at the same time soft on your hands with easy to use it is perforated.Perfect for daily use, keep it handy in your kitchen, office table or anywhere you wish to use.""]"
Home Garbage Bags - Compostable,BB Home,Large,Rs 159,"['Made from cornstarch, it takes 90 to 180 days to decompose. It decomposes completely with the final product becoming manure and making the soil fertile.']"
Combo Harpic Toilet Cleaner Power Plus - Rose 1 ltr  + Vanish Liquid 800ml,bb Combo,Combo 2 Item,Rs 379,"['• Has a strategically bent bottleneck shape that helps pour the liquid into deep corners under the toilet rim.  • A thick liquid which clings and cleans from the rim to the U-bend.  • Available in three scents: Original, Orange and Rose.\r\nAvailable Sizes: 200ml, 500ml, 750 ml and 1L Only detergents are not enough for removing tough stains and most of the times the stain remains on the clothes even after a wash with detergent. Get enhanced cleaning first time, every time with Vanish- Expert Stain Removal Laundry Additive. With its advance oxygen power, Vanish removes even the toughest dried-on stains, ensuring a stain-free laundry. The liquid is absolutely safe to be used on both coloured and white clothes.']"
Home Dishwash Bar,BB Home,3x200 g (Multipack),Rs 39,"['BB Home dishwasher bar comes with a unique formula that has the power of lime and vinegar in it. It helps in cleaning the toughest stain and removes the odour keeping your cutleries and crockeries new, shiny and germ-free.']"
Home Toilet Cleaner - Original,BB Home,500 ml,Rs 40,['BB Home Toilet Cleaner with 99.99% germ killer ingredient is the ideal product for your toilet cleaning solution.\xa0Packed with industry benchmarked solutions BB Home Toilet Cleaner works on effectively on both western and Indian style toilet bowl in removing limescale and yellow stains giving your toilet bowl a sparkling look and pleasant odour with each usage.']
Super - Dishwash Bar,Patanjali,175 g,Rs 10,"[""Patanjali Super Dishwash Bar is logically anti-bacterial, well removed food particles and dish grease and soft on hands. It is an organic product and completed of non-toxic and 100% natural ingredients. This soap doesn't have any simulated additives like colors, enzymes, smells, bleaches or damaging chemicals. It is best for all types of dishes including ceramic and non-stick ware.""]"
Dishwash Bar - Lemon,Vim,500 g,Rs 48,"['• With the Power of 100 lemons, vim bar removes the toughest grease stains the fastest and gives you a pleasant cleaning experience with its refreshing lemon fragrance. • This special pack comes enclosed in a water proof tub, ensuring it sogs less & lasts long. It also has a free scrubber inside, making it an extremely convenient value pack. • The pack comes in 2 sizes, the bigger one for those who love food & have loads of utensils to clean and a smaller one for those who want to try it for the first time.• Vim was the original hand washing bar which invented the category. It is the preferred choice of consumers, tried by 6 out of 10 people everyday. Features & Benefits - • Vim Bar has the power of 100 lemons, which helps clean tough grease the fastest• It has a unique patented plastic coating at the bottom of the bar which helps prevent it from sagging quickly. The pack comes with the waterproof tub that ensures the bar sogs less and lasts longer gives you a pleasant cleaning experience with its refreshing lemon fragrance removes stains easily']"
Safal Steel Scrubber,Exo,1 pc,Rs 15,"['Exo Safal Steel scrubber scrubs away the toughest of  grease, oil stains and dried food stains from utensils without leaving any scratches or hurting your hands. It is utilized for cleaning and scrubbing pots, baking dishes, pans, broiler pans, and grills ovens.']"
Genteel Liquid Detergent,Genteel,1 kg (Pack of 2),Rs 272,['Genteel Liquid Detergent is an all-purpose liquid detergent from the house of Godrej. It is the best solution for your everyday clothes. The special strong formula of Genteel liquid detergent delivers absolute cleansing for whites as well as your coloured clothes.\xa0Genteel has an added fabric conditioner that softens the fabric and leaves your clothes with a lingering fragrance. The detergent bottle has a functionally superior design which is easy to handle. It also has a measuring cup which makes it easier not just to measure the right amount of detergent but to pour as well.']
Cleaning Powder,Sabena,1 kg Pouch,Rs 26,"['Sabena Cleaning Powder is a biodegradable dish washing product which is formulated to consume less water and rinse faster, making life easier for you while cleaning your utensils efficiently. It is also very skin friendly so you donâ€™t get wrinkles or calluses. This Sabena Cleaning Powder is exactly clean the toughest of dirt marks and greases.']"
Aer Pocket Bathroom Freshener 30g Pack of 3 + Hand Wash - Masterblaster 750ml,Godrej,Combo 2 Items,Rs 242.01,"['Gentle on hands not so gentle on germs +naturally derived, +fight germs, +loves hands & no Triciosan.']"
brite Scrub Pad,Scotch brite,2 pcs,Rs 15,"['Say Goodbye to your ordinary Scrub Pad. Here is the new & improved Scotch-Brite Scrub Pad which cleans better & lasts longer.\nWhether your sink is stacked with greasy utensils or plates, the Scotch-Brite Scrub Pad works harder to keep them sparkling clean. Scotch-Brite Scrub Pad comes with superior stain cutters technology which has the power to cut through tough stains and longer than any ordinary scrub pad.( Actual results may vary.)']"
Combo Harpic Toilet Cleaner - Power Plus + Lizol Floor Cleaner - Floral (500 ML),bb Combo,Combo 2 Items,Rs 179,"['Harpic Power Plus the ultimate one stop solution for all your toilet cleaning needs. A specialized All-in-one product, unlike the ordinary toilet cleaners, harpic power plus combines the benefits of tough stain remover, 99.9% germ killer, and freshener in one, making it the smartest toilet solution. The flagship, harpic original is a thick liquid formula that clings to the toilet surface to clean deeply from the rim to the u-bend. Moreover, it also disinfects your toilet and now, with the improved harpic technology, you get 10 times more yellowish stain removal, 5 times better limescale removal, resulting in sparkling clean, hygienic and fresh toilet with every use of Harpic.  This also helps fight odour and any unpleasant smell in and around the toilet. Harpic Power Plus toilet cleaner is many times better than the ordinary bleach, acid and phenyl, when it comes to cleaning, fragrance as well as germ kill. \r\n\r\n\r\nRegular use of Harpic toilet cleaner prevents the build-up of stains in the toilet bowl and keeps it visibly clean with effective removal of germs in the toilet. Harpic is available in various sizes and fragrances including: Orange and Rose. Harpics strategically bent bottleneck shape lets you pour the liquid into deep corners under the toilet rim, without letting your hands touch.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Combo Domex Toilet Cleaner Ocean Fresh 750ml+Surf Excel Matic Top Load Detergent 2kg,bb Combo,Combo 2 Items,Rs 403,"['Looking to tackle the problem of malodour in the toilet? After all, who wouldnt want their toilets to smell clean and fresh? Maybe its time to stop blaming the flush, the drainage system or the exhaust fan in the toilet, and its time to change your toilet cleaner! \r\nThe all new Domex Fresh & Clean is a premium toilet cleaner that leaves behind a refreshing aroma and delivers a long lasting fragrance, while also killing 99. 9% germs. The disinfectant has the ideal thickness that makes the fluid spread evenly, ensuring ease of use. \r\nIt is innovative colour-changing technology changes the colour of the product from green to blue when it comes in contact with water, removing malodour causing germs and resulting in a fresh smelling toilet. Using the all new Domex Fresh & Clean will not only erase all the germs and stains from your toilet bowl, but will also keep your toilet smelling fresh for hours!\r\nDomex Fresh & Clean is now available in two variants - a pleasant and uplifting Lime Fresh fragrance & a cool and refreshing Ocean Fresh fragrance. \r\nAvailable in two convenient sizes at 500 ml & 750 ml.  Presenting, Surf excel matic top load the machine specialist laundry detergent from the Surf excel matic family that gives you 100% Tough Stain Removal in Machines. Surf excel matic top load is specially designed to work in high water level environment (40 liters) of top load washing machines. Its hand rub action power penetrates clothes and removes tough stains in the washing machine itself .This means no more soaking or scrubbing and saves up the time and effort you put behind everyday laundry. Being a washing machine specialist detergent, it dissolves completely in machine and ensure its leaves no residue on your clothes or your machine. Surf excel is Indias no.1 matic detergent brand and is recommended by leading washing machine manufacturers such as Samsung, Videocon, Godrej, Panasonic, Electrolux, Siemens, Bosch, IFB & Kelvinator. Moreover, Surf excel matic is value for money as all you need is 1 scoop (60 gms) of the detergent powder for regular load of clothes, however for heavily soiled clothes we recommend 1 n half Scoop (90gms) of the detergent powder. Now, just dump your clothes in your top load washing machine without soaking or scrubbing them and get 100% Tough Stain Removal in your machine.\r\n\r\nFeatures and Benefits:\r\n• Tough stain removal in machine with Surf excel matic\r\n• Surf excel matic top load is designed to work in high water level (40 liters) of top load washing machines\r\n• Surf excel matic top load laundry detergent dissolves completely leaving no residue on your clothes on in the machine\r\n• Surf excel matic top load laundry detergent has an advanced technology that gives you hand wash like clean in machines itself\r\n• Surf excel matic is value for money . 1 scoop of Surf excel matic = 2 scoops of ordinary hand wash detergent\r\n• Surf excel matic top load laundry detergent is the no.1 matic detergent and is recommended by leading washing machine manufacturers']"
Home Floor Cleaner - Floral,BB Home,500 ml,Rs 44.50,"['BB home floor cleaner is the ideal companion for home floor cleaning needs. It has key ingredients which ensure 99.99% germ protection and removes tough stains, leaving your rooms with a pleasant odour.Now have a germ-free home with this amazing formula.']"
Lizol Floor Cleaner - Floral 975 ml + Lizol Floor Cleaner - Pine 975 ml,Lizol,Combo 2 Items,Rs 358,"['Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.\n  Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association.\r\nKeep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. \r\nLizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinies and germ free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home. \r\nLizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavy soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture and even the pets disinfected and clean.  For instructions on cleaning different surfaces using Lizol read on.']"
Home Toilet Roll - 2 Ply,BB Home,200 pulls Pack of 4,Rs 93.80,"[""BB Home Toilet Roll is made with 100% virgin fibre. It's soft and absorbent and can it is flush friendly.Perfect for daily use, it comes with perforation for easy tear.""]"
