Product_Name,Brand_Name,Product_Qnty,Product_Price,Product_Desc
Fabric Cleaner - Cuffs & Collars Cleans,Robin,200 ml,Rs 70,['Robin is a well known brand that produces a variety of detergents and cleaning aids for your garments. The Robin Fabric Cleaner for Cuffs and Collars is available in a 200 ML bottle for easy use.']
So Soft Plain Luncheon Napkins (32 X 32 cm),Origami,50 pcs,Rs 42,"['Origami presents multipurpose napkins. They are assured to be hygienic and absorbent making it effective in coping with spills and splashes. These products are convenient to dispose and are of high quality, making it a must-have for all your parties, outings as well as your home and office needs. These are manufactured from recycled materials or regenerative forest sources. So next time you use a napkin, do so without impacting the environment!']"
 Royal - Tissue Roll,Premier ,200 pcs,Rs 30,"['Premier toilet rolls are completed of imported virgin paper. It is completed from renewable plantation fiber and certified fiber, making it a first-rate environmental choice. These roll is utilized at hospitals, housekeeping, hotels, and institutions.']"
Bhakti Camphor - Small,Om Bhakti,for Puja,Rs 69,"['Om Bhakti Camphor is white and synthetic. It comes in a small sized box with 100 pieces of camphors. It is waxy, solid and has a strong frangrance. It is broadly used for puja ceremonies in Hindu religion.']"
Match Box,Locker,10 pcs,Rs 10,"['For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
brite Non Scratch Sponge,Scotch brite,1 pc,Rs 35,"['Scotch-Brite Non Scratch Sponge is designed to help you with cleaning delicate utensils in your kitchen with care. The Non Scratch Scrub Sponge is a durable solution engineered with both, non woven crimped web and a sponge on either side. Now your glassware, non-stick cookware and other delicate utensils get non-scratch cleaning & the care they deserve!']"
 Zipper Blissful Citrus,Odonil ,10 g,Rs 49.50,"['Odonil air freshener zipper-pack has special odour busters that keeps bad smell away. It can be used in washrooms, bedrooms, wardrobes, kitchen, shoeracks etc.']"
Super Scrub,Gala,1 pc,Rs 32.50,['Gala Indias one of the largest manufacturer of home cleaning tools brings out Super scrub used to clean utensils. It has finely designed steel loops which clean with efficacy leaving your vessels sparkling clean. The high-quality sponge absorbs more water & saves soap ensuring good grip while cleaning. Super scrub sealed with Advanced Ultrasonic sealing technology ensures long-lasting product durability.']
Home Pocket Tissue - 3 Ply,BB Home,10 pulls Pack of 6,Rs 40.20,"['BB Home paper napkins are made from 100% virgin fibre. They are soft and absorbent. These napkins are perfect for daily use.Keep it handy in your kitchen, on your office table, in the car or wherever you want.']"
Scrubber - Sponge Scrub,Gala,1 pc,Rs 26,['Use this for a scratchless cleaning. No more scratches on your favourite utensil.']
Bar Tub,Pril,500 g,Rs 51,"[""Pril Utensil Cleaner Bar has provided undisputed quality ever since its inception in 2003. Be it the vessel or the kitchen tile, Pril is your No. 1 solution for any and all grease related problems. The saying goes 'It's only fully clean when it's Pril Clean', this is because Pril Utensil Bar has the double action of lime + vinegar.The double action provides unmatched results. Lime degreases and removes all the burnt marks while vinegar removes the residual food odor, thereby giving your vessels all-round cleanliness. Pril Bar protects you from all the dangers lurking on your dishes, leaving your vessels looking, feeling and smelling exceptional.""]"
Dishwash Liquid - Lime Green,Pril,500 ml Bottle,Rs 107,"['Pril Lime Dishwash Liquid is one of their products to offer remarkable cleanliness to the vessels or utensils it is used. It has got the power to dissolve high grease stains from your used vessels. It cleans dishes beyond the visibly clean dishes, which is not just looking clean but also smelling clean along with anti bacterial properties which kill 99.99% germs.']"
Napthalene Balls,Aarna,100 g,Rs 29,"['Naphthalene Refined Balls contains fragrant hydrocarbon, naphthalenes structure consists of a multiple pair of benzene rings. It is not only strong against the adult insects but also the ones in the larval shapes. It will surely help eliminate for fine, the insects. Keep your home pest free, get Ultra naphthalene balls.']"
Dishwash Bar - Perfect,Pril,200 g Pack of 4,Rs 54,"['For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
Agarbatti - Jasmine,Amrutha,90 g Carton,Rs 55,"['Amrutha Jasmine Agarbatti made by using natural herbs and jasmine flowers along with highest quality chemicals guarantees a flawless range of the Jasmine Incense Sticks. It is known for their enticing fragrance and used in households, temples as well as office.']"
Star Match Box,Super Star,1 pc,Rs 10,"['For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']"
 Toilet Air Freshener - Lavender,Odonil ,50 g,Rs 44.65,"['Odonil Blocks are all about convenience. Let the small spaces in your home get the attention they deserve with easy-to-use, nature-inspired fragrances.\r\n\r\nThis variant lets you experience the calming aroma of Lavender, well-known in aromatherapy for its soothing effects.']"
Chek Black Phenyl,Germi Chek,450 ml,Rs 48,"['Is a Powerful germicidal formulation, Contain 40% W/W of Coal Tar Acids Compounds and Coal Tar Oils, is free from Quaternary Ammonium and Mercury Compounds.']"
Detergent Bar,Sunlight,150 g,Rs 20,['Leave your laundry woes to Sunlight Detergent Bar. The easy to hold shape gives you a better grip while washing away stains and the refreshing fragrance of the Sunlight Bar makes washing clothes a breeze and helps you add a new shine to all your clothes!']
Combo Pril Dishwash Liquid-Active 2X Lime 225 ml + Exo Dish Shine-Bar 130 gm Pack of 4,bb Combo,Combo 2 Items,Rs 69,"['Pril dishwash liquid has powerful active 2x molecules that cut away tough grease residue, removes the food smell and leaves the utensils sparkling clean.Exo Dish Shine Bar product not only cleans your utensils but also protects them from harmful germs and bacteria. It is fortified with powerful anti-bacterial agents and kills disease-causing bacteria that enter your food through the contamination of vessels. It contains many anti-microbial agents that keep your vessels away from microbes and dirt. The powerful formula removes sticky oil stains, stubborn and grime burnt food residues from utensils and makes them sparkling and safe.']"
brite Stainless Steel Scrub,Scotch brite,3 pcs,Rs 79,['Scotch-Brite Stainless Steel Scrub has one steel scrub & a scrub pad. It is an ideal tool for daily cleaning needs and tough stains. It is a convenient one to clean the vessels and it is longlasting.']
Strategi Kitchen Cleaner Spray,Herbal Strategi,500 ml,Rs 110,"['Remove Stains too, For a Germ/Insect Free, Non Toxic, Safe no Side effect, Effective on different types of Surfaces, A Unique blend of Plant extracts and Aromatic Oils.']"
Perfume Deluxe - Desire Fabric Conditioner,Comfort,850 ml,Rs 245,"['Comfort Perfume Deluxe Desire 850 ml is an extraordinary blend of floral and fruity notes. Indulge yourself in this sensual fragrance handpicked from the lavish French gardens. With its top notes of white florals and French roses, heart notes of orange blossom and honeysuckle and base note of cedarwood, Comfort Perfume Deluxe Desire brings luxury perfumes to life. Each of these fragrances has been specially crafted in partnership with world-renowned perfumers and have been inspired by the latest trends in fine fragrance. Currently available in three fragrances: Royale, Desire and Glamour.']"
 Liquid Detergent - Winterwear,Ezee ,Chiffon & Silks,Rs 47.04,"[""Approved by Woolmark Company for washing of woollen apparel. Ezee liquid detergent has a special ‘No Soda', pH neutral formula that gently cleanses your woollens from within. Its in-built micro conditioners make your woollens soft, fluffy and looking as good as new always!\nWith a spill-proof nozzle, the design ensures that you pour the liquid uniformly in the measuring cap and after pouring, the liquid does not drip around the bottle and make it messy- instead it goes back, right into the bottle.\nEven the measurement cap is designed in an innovative way, if there is any residual liquid in the cap it goes back right into the bottle. That means zero wastage.""]"
Home Fresh Floor Cleaner - Pine White,Homey Home Fresh,1 L,Rs 45,"['Is Idealy suited for cleaning of Floors, Kitchen and Toilets, Unique odour keeps the place Clean, Pleasant and refreshing, repels flies, Mosquitoes and Cocokroaches away.']"
2-In-1 Phenolic Floor Cleaner,Domex,500 ml,Rs 90,"['Domex 2-in-1 Phenolic cleaner cleans floors and kills germs. It is a disinfectant cleaner suitable for all types of floor surfaces. It cleans close to a sparkle. It is a quality product from Hindustan Unilever Ltd, the makers of Surf Excel, Vim, Dove, Lakme, Red Label etc. Launched in 1997 in India, Domex is sold in more than 35 countries globally. It has a phenolic formulation which helps in cleaning and kills germs. The sheer power of Domex gives you the confidence you need in eradicating all known germs. With Domex, you can be absolutely certain that the job is done. \nBenefits: Domex Phenolic Cleaner cleans floor to a brilliant shine and kills germs present on it. | It has a phenolic formulation which is very effective for cleaning floors. | It keeps your family safe by disinfecting floors. | It gives you sparkling clean floors and removes tough stains from the floor. | It is ideally suitable for all types of floor surfaces. Go ahead and give your family the Domex protection today. \nHow To Use: For floors, use 2 capsful of Domex Phenolic 2-in-1 cleaner in a bucket of water (5 Litres).']"
Camphor Camphor Tablets,R.E Camphor,50 pcs,Rs 30,['Camphor Tablets are waxy white coloured solids that have a strong odour. They are broadly used in Hindu religious ceremonies.']
Combo Henko Detergent Powder - Stain Care 1 kg Pouch + Pril Bar Tub 500 gm,bb Combo,Combo 2 Items,Rs 139,"[""Stain removal and laundry are activities that require the best of ingredients to come forth and relieve your clothes of the dirt and grime that come with everyday living. Henko's Stain Champion Detergent Powder is one that helps in this activity thanks to its high-quality ingredients.Pril Utensil Cleaner Bar has provided undisputed quality ever since its inception in 2003. Be it the vessel or the kitchen tile, Pril is your No. 1 solution for any and all grease related problems. The saying goes 'It's only fully clean when it's Pril Clean', this is because Pril Utensil Bar has the double action of lime + vinegar.The double action provides unmatched results. Lime degreases and removes all the burnt marks while vinegar removes the residual food odour, thereby giving your vessels all-round cleanliness. Pril Bar protects you from all the dangers lurking on your dishes, leaving your vessels looking, feeling and smelling exceptional.""]"
Home Toilet Cleaner - Cube Block,BB Home,100 g,Rs 120,['BB Home Toilet Cleaner & Freshener Cube Block is the ideal product for your toilet hygiene. It deeply cleanses and keeps your toilet fresh. It is easy to use and can be clipped to your toilet bowl. Get a clean and tidy wash with every flush.']
Home Toilet Cleaner - Round Block,BB Home,Twin Colour,Rs 60,['BB Home Toilet Cleaner & Freshener Rim Block is the ideal product for your toilet hygiene. It deeply cleanses and keeps your toilet fresh. It is easy to use and can be clipped to your toilet bowl. Get a clean and tidy wash with every flush.']
Home Facial Tissues - 2 Ply,BB Home,100 Pulls (Pack Of 4),Rs 150,"['BB Home facial tissues are made from 100% virgin fibre, which is safe for the skin. These facial tissues are very comfortable for using and they will be gentle on the skin. These facial tissues act as a replacement for a handkerchief and are best for frequent nose wiping, which prevents chapping and irritation. It greatly reduces the spread of the germs.']"
Brand Powder - Rangoli,Bharath Brand,1 kg,Rs 40,"['Rangoli powder is used to make beautiful patterns or designs on the floor in Indian households, especially for auspicious occasions like poojas, diwali, rice ceremonies, etc.']"
Temple Diya Silver Tradition Agarbatti Sticks,Mangaldeep,50 pcs,Rs 50,['Bring home the divine essence of Temple diyas. Mangaldeep Temple helps you bring the divinity of temple which is considered as the most sacred at your home. Enhance your devotional puja experience with superior agarbattis.\nThese are premium quality agarbattis.']
Disinfectant Surface Cleaner,Maxkleen,500 ml,Rs 150,['Disinfectant Surface Cleaner from Maxkleen helps to kill 99.9% of Bacteria and Viruses. It is an ideal and very effective surface maintainer. Sanitize the surfaces with this disinfectant and keep your home germ-free.']
Disinfectant Surface Cleaner,Maxkleen,125 ml,Rs 79,['Disinfectant Surface Cleaner from Maxkleen helps to kill 99.9% of Bacteria and Viruses. It is an ideal and very effective surface maintainer. Sanitize the surfaces with this disinfectant and keep your home germ-free.']
Excel Detergent Powder - Matic,Surf Excel,Top Load,Rs 999,"['Surf excel matic has introduced a new and improved top load detergent that gives you a machine wash as good as your moms hand wash. Its hand rub action penetrates clothes and removes tough stains in the washing machine itself. This means no more soaking or scrubbing, and you can save your time and effort that you put behind everyday laundry. Just dump your clothes in the washing machine and leave the rest to Surf excel matic.  Key Benefits: Surf Excel Matic top load is designed to work in high water level (40 liters) of top load washing machines. Surf excel matic top load laundry detergent has an advanced technology that gives you hand-wash like clean in machines itself.']"
Marigold - Orange,Fresho,100 g,Rs 5,"['Marigolds are loaded with anti-bacterial, anti-inflammatory and antiseptic properties, and are administered for several health conditions. Fresho marigold orange contains marigold extracts, pro-vitamin B5, vitamins A, C and E, vegetable glycerine, hydrolysed wheat protein, cream base, food colours and natural preservatives. It neutralises free radicals and prevents cell damage.']"
Purest Gangajal,Gangajal,180 g,Rs 25,['Gangajal brings to you pure Gangajal that is collected and packed at Gangotri that holds a high value in the Indian culture. No ceremony is complete and perfect without Gangajal.']
Home Aluminium Foils - 18 Microns,BB Home,21 mtr Mono-Carton,Rs 254,['Food grade aluminium foil. It is odourless and longer in length. It has a uniform thickness to retain freshness.1 in every 3 homes uses an aluminium foil to wrap and cook food. Aluminium foils have become commonplace in our lives. These foils are of high quality and will keep food fresh for a long time.']
Advanced Detergent Powder,Rin,7 kg,Rs 509,"[""Whether it's a big board meeting or your child's first speech at school, Rin Advanced Detergent Powder is your perfect laundry partner, ensuring your family's garments always looks crisp, bright and the best. The Yellow Fighters in Rin Advanced Detergent Powder penetrate deep into the fibres and remove stubborn dirt particles to give you flawless white clothes that help your loved ones shine!\xa0Rin Detergent Powder removes dirt from deep within the cloth fibre, thereby removing dullness from your clothes. Rin Detergent Powder comes with Bright Clean Technology, making your clothes look 'Bright like new'.Rin, Unilever’s mid-tier laundry detergent brand, believes that everyone is talented and it is the lack of opportunities or prejudices of others that stand in the way. Rin believes that nothing should come in the way of your shine. Each one of you has the talent and deserves an opportunity to shine. Rin promises to make your clothes whiter and brighter so that you can get the confidence to stride ahead on your journey to progress. Rin enables the people it serves, shine by giving them brighter cleaner clothes. The brand essence “Dress to Progress” captures the idea that bright clothes can help radiate confidence and open doors to progress. Never worry about those whites again, buy the Rin Advanced Detergent Powder in this big 7 kg pack, right away!\xa0Features and Benefits The bright clean technology removes dirt from deep within the fibres.\xa0Removes dullness to keep clothes bright like new.\xa0Your Rin Detergent Powder is suitable for whites as well as coloured clothes.\xa0Rin Detergent Powder comes with Bright Clean Technology, making your clothes look 'Bright like new'.""]"
Home Toilet Cleaner - Round Block,BB Home,50 g,Rs 60,['BB Home Toilet Cleaner & Freshener Round Block is the ideal product for your toilet hygiene. It deeply cleanses and keeps your toilet fresh. It is easy to use and can be clipped to your toilet bowl. Get a clean and tidy wash with every flush.']
Powder - Sandal,Asthagandha,40 g,Rs 30,['Sandal Powder is made from Sandalwood and is used only for Pooja purpose. It is generally used as a paste and is believed to cool the agni chakra.']
Perfume Deluxe - Glamour Fabric Conditioner,Comfort,850 ml,Rs 245,"['Comfort Perfume Deluxe Glamour is an extraordinary blend of floral and woody notes. Dazzle those around you with this exotic fragrance. The top notes of citrus and lush herbals, heart note of florals and base notes of amber and musk give Comfort Perfume Deluxe Glamour its sophisticated and stunning character. Each of these fragrances has been specially crafted in partnership with world-renowned perfumers and inspired by the latest trends in fine fragrance. Currently available in three fragrances: Royale, Desire and Glamour.']"
Home Aluminium Foils - 18 Microns,BB Home,72 mtr Mono-Carton,Rs 569,['Food grade aluminium foil. It is odourless and longer in length. It has a uniform thickness to retain freshness.1 in every 3 homes uses an aluminium foil to wrap and cook food. Aluminium foils have become commonplace in our lives. These foils are of high quality and will keep food fresh for a long time.']
& Care Shining Silks Expert Care Wash Liquid Detergent,Love & Care,500 ml,Rs 175,"['Silk is a natural microfiber, enveloped in the warmth of cocoon during its nascent stage. Its amino acid composition is close to that of human skin and when the silk fiber comes in contact with water, it becomes ultra-sensitive to abrasion. Just like how chemicals can react on our skin and prove to be harmful, similarly, regular detergents can make these silk fabrics look chaffed, brittle and as if covered with white residue.\xa0Love & Care is an expert range of fabric wash designed to take care of your special clothes, it is a pH-balanced formula which is designed to be gentle on silk and retains shine, unlike regular detergents. The expert care liquid detergent is crafted with No Enzymes and No Bleach which maintains the strength and colour of the fabric. The next time you flaunt your chanderi silk kurta, mysore silk sari or benarasi dupatta with zari work remember to care for it as well with a gentle hand wash of Love & Care. It maintains the flowiness of Chiffons, cares for the drapes on Crepe and gives an overall bouncy look to Georgettes.\xa0Love & Care range is recommended by India’s leading fashion designer Manish Malhotra who is an expert in fabrics and fashion. Love & Care is a brand of Hindustan Unilever Limited.']"
Home Toilet Cleaner & Freshener - Lemon,BB Home,50 g,Rs 95,['BB Home Toilet Cleaner & Freshener Rim Block is the ideal product for your toilet hygiene. It deeply cleanses and keeps your toilet fresh. It is easy to use and can be clipped to your toilet bowl. Get a clean and tidy wash with every flush.']
Home Aluminium Foils - 18 Microns,BB Home,9 mtr Mono-Carton,Rs 142,['Food grade aluminium foil. It is odourless and longer in length. It has a uniform thickness to retain freshness.1 in every 3 homes uses an aluminium foil to wrap and cook food. Aluminium foils have become commonplace in our lives. These foils are of high quality and will keep food fresh for a long time.']
Home Napkin - 2 Ply,BB Home,Large,Rs 83.75,"['BB Home paper napkins are made from 100% virgin fibre. They are soft and absorbent. These napkins are perfect for daily use.Keep it handy in your kitchen, on your office table, in the car or wherever you want.']"
Home Paper Napkins - Birthday Theme,BB Home,White,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Blue Flower,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Circle,BB Home,Multicolour,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Floral Border,BB Home,White,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
& Care Soft Woollens Expert Care Wash Liquid Detergent,Love & Care,500 ml,Rs 150,"['Authentic wool is made of a protein called keratin which is also responsible for keeping our hair follicles healthy and nourished. Most detergents contain chemicals like enzymes which are extremely harsh on delicate woollen wear, making them weakened, mis-shaped, cause holes in them and also takes away their natural softness.\xa0Love & Care is carefully designed with a pH neutral formula, thereby maintaining its softness and lustre. It keeps your precious woollens looking newer for much longer. The Soft Woollens variant is specially designed to be extremely mild on your soft woollen clothes. The liquid detergent is designed to be pH neutral that keep the strength of the wool intact. The No Enzymes and No Bleach formula cares for delicate fibres, prevents shrinkage of your woollens and retains new like shine. The low foaming formula also avoids over rinsing and prevents shrinkage of your woollen wear, keeps it looking new. The next time you flaunt your beautiful woollen sweater, remember to care for it as well with a gentle hand wash of Love & Care.\xa0Love & Care range is recommended by India’s leading fashion designer Manish Malhotra who is an expert in fabrics and fashion. Love & Care is a brand of Hindustan Unilever Limited.']"
Home Paper Napkins - Mermaid,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
& Care Shining Silks Expert Care Wash Liquid Detergent,Love & Care,950 ml,Rs 350,"['Silk is a natural microfiber, enveloped in the warmth of cocoon during its nascent stage. Its amino acid composition is close to that of human skin and when the silk fiber comes in contact with water, it becomes ultra-sensitive to abrasion. Just like how chemicals can react on our skin and prove to be harmful, similarly, regular detergents can make these silk fabrics look chaffed, brittle and as if covered with white residue.\xa0Love & Care is an expert range of fabric wash designed to take care of your special clothes, it is a pH-balanced formula which is designed to be gentle on silk and retains shine, unlike regular detergents. The expert care liquid detergent is crafted with No Enzymes and No Bleach which maintains the strength and colour of the fabric. The next time you flaunt your chanderi silk kurta, mysore silk sari or benarasi dupatta with zari work remember to care for it as well with a gentle hand wash of Love & Care. It maintains the flowiness of Chiffons, cares for the drapes on Crepe and gives an overall bouncy look to Georgettes.\xa0Love & Care range is recommended by India’s leading fashion designer Manish Malhotra who is an expert in fabrics and fashion. Love & Care is a brand of Hindustan Unilever Limited.']"
Home Printed Party Napkins - Stripes,BB Home,Grey,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with this colourful-striped grey coloured printed paper napkins. The pack contains 20 napkins.Looks really pleasing, it is sure to increase the aesthetic of the food table.']"
Home Paper Napkins - Love,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Sunflower,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape(printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Halloween Pup,BB Home,20 Pulls,Rs 25,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Nature Flower,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Heart,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Home Paper Napkins - Kope,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. This pack contains 20 napkins.']"
Home Paper Napkins - Coffee Bean,BB Home,20 pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with this ""coffee beans"" printed paper napkins. The pack contains 20 napkins.Looks really pleasing, it is sure to increase the aesthetic of the food table.']"
Toilet Bowl Deodorizer - Ocean Fresh,Franck,55 g,Rs 110.40,"['Toilet Bowl Deodorizer - Ocean Fresh continuously freshens and deodorizes, perfect for water saver toilets. Environmentally friendly water-based gel, easy to use, no assembly required.']"
Home Paper Napkins - Happy Party,BB Home,Blue,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, blue coloured (""happy party"" printed) paper napkins. The pack contains 20 napkins.Looks really cute, it is sure to increase the aesthetic of the food table.']"
Home Paper Napkins - Swan,BB Home,20 Pulls,Rs 39.50,"['Add fun to your celebration or your regular lunch/dinner, with, grey coloured with an oval shape (printed all over), paper napkins. This will help to keep your hands clean, dry and free from dirt. The pack contains 20 napkins.']"
Toilet Cleaner Round Block - Twin Colour,Franck,50 g (Pack of 2),Rs 102.40,['Toilet Cleaner & Freshener Cube Block is the ideal product for your toilet hygiene. It deeply cleanses and keeps your toilet fresh. It is easy to use and can be clipped to your toilet bowl. Get a clean and tidy wash with every flush.']
Excel Matic Liquid Detergent - Front Load,Surf Excel,2x2 lt Multipack,Rs 700,"['Presenting Surf Excel Matic Front Load Liquid Detergent - a revolutionary liquid detergent for Front load washing machines. Being liquid, it is best suited for washing machines and ensures a superior laundry experience. Surf Excel Matic Front Load Liquid Detergent is specially made for your Front Load washing machine and gives you tough stain removal in machines. Surf Excel Matic Front Load Liquid Detergent is effective in the high-water level environment (20 litres) of your Front load washing machines and dissolves completely ensuring it leaves no residue in your machine or your clothes. Surf Excel Matic Front Load Liquid Detergent is a one of its kind detergent liquid whose cleaning action and the superior fragrance is much sought after. Surf Excel Matic liquid with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. Try Surf Excel Matic Front Load Liquid Detergent for your Front Load machine for superior cleaning experience.This Surf Matic Front Load Liquid Detergent Pouch 2 lt pack is a refill pack and the liquid in the pouch needs to be poured into an empty 1ltr Surf Matic Liquid Detergent Bottle. You can use the scrubber cap (of the bottle) to measure a cap-full of the liquid for 1 load and 1.5 cups for heavily soiled loads, in your Front Load Washing machine.New Surf Excel Matic liquid top load washing detergent gives you 100% stain removal in washing machines. Faster stain removal in machines new Surf Excel Matic liquid detergent with a powerful cleaning technology penetrates stains faster and removes tough stains in machines itself. It dissolves quickly in a high water level environment of washing machines, reaches stains effortlessly and leaves no residue on clothes or on machines. It is designed to produce foam as per washing machine type that ensures no clogging and choking of pipes and reduces scaling issues. The superior fragrance ensures that your clothes not only look fresh but also smell fresh. Colour care, removes tough stains in machines but retains the original colour of the fabric.']"
 Matic - Liquid Detergent,Ariel ,1 L,Rs 211.60,"['The new Ariel Matic Liquid Detergent gives tough stain removal in just 1 wash, as well as prevents your coloured clothes from fading. As a liquid detergent, it dissolves easily in water. The superior technology of Ariel is hard on stains, but soft on the colour of your clothes - making it the perfect wash solution. Specially formulated for fully automatic washing machines, 1 lt of Ariel Matic Liquid Detergent washes as much as a 1 kg powder, hence delivering excellent usage value. Ariel has a cutting-edge technology that provides brilliant stain removal for all your clothes, by tackling even tough stains like tea, coffee, chocolate, tomato, etc. The unique cap ensures 0% spillage, to give you a non-messy, truly delightful experience. Ariel Matic liquid washing detergent also has a refreshing, long-lasting fragrance that freshens up your loads. Step out into the world with confidence knowing that you have Ariel as your partner in the laundry.']"
Super Saver Pack Toilet Cleaner Original,Harpic,500ml + Bathroom Cleaner Lemon,Rs 174.66,"['Harpic Power Plus the ultimate one stop solution for all your toilet cleaning needs. A specialized All-in-one product, unlike the ordinary toilet cleaners, harpic power plus combines the benefits of tough stain remover, 99.9% germ killer, and freshener in one, making it the smartest toilet solution. The flagship, harpic original is a thick liquid formula that clings to the toilet surface to clean deeply from the rim to the u-bend. Moreover, it also disinfects your toilet and now, with the improved harpic technology, you get 10 times more yellowish stain removal, 5 times better limescale removal, resulting in sparkling clean, hygienic and fresh toilet with every use of Harpic.  This also helps fight odour and any unpleasant smell in and around the toilet. Harpic Power Plus toilet cleaner is many times better than the ordinary bleach, acid and phenyl, when it comes to cleaning, fragrance as well as germ kill. \r\n\r\n\r\nRegular use of Harpic toilet cleaner prevents the build-up of stains in the toilet bowl and keeps it visibly clean with effective removal of germs in the toilet. Harpic is available in various sizes and fragrances including: Orange and Rose. Harpics strategically bent bottleneck shape lets you pour the liquid into deep corners under the toilet rim, without letting your hands touch\n  Harpic Bathroom Cleaner is a strong bathroom disinfectant and cleaning liquid that helps remove the toughest of stains. It gives you an unbeatable cleaning on greasy soil and particulate matter and the freshest Harpic freshness for the whole bathroom. It has a thick liquid formula with powerful cleaning agents that lift and remove tough stains from almost all bathroom surfaces and kills 99.9% of germs to give you a disinfected and germ-safe bathroom. Harpic Bathroom Cleaner can be used as a tile cleaner, basin cleaner or even for floor cleaning in the bathroom area. It also gives your bathroom a pleasant fresh fragrance that is available in two variants - Lemon or floral.\r\nHarpic Bathroom Cleaner is safe to be used on most bathroom surfaces including Tiles, Taps, Tubs & Shower panels, Ceramic surfaces, Stainless steel and Granite Surfaces. Do not use it on Aluminium, Brass and Copper. Always spot check on a small, hidden area before using. Suitable for most bathroom surfaces. Do not use on: Aluminium, Brass and Copper. Always spot check on a small, hidden area before using.']"
Bathroom Cleaner- Lemon + Power Plus Disinfectant Toilet Cleaner- Original (1 L),Harpic,Combo (2 Items),Rs 352,"['Harpic Bathroom Cleaner gives you unbeatable cleaning on greasy soil and particulate matter and Harpic Freshness for the whole bathroom. Its thick liquid formula with powerful cleaning agents removes tough stains and kills 99.9% of germs. It also gives your bathroom a pleasant fresh fragrance.Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease-causing bacteria as well as germs and viruses while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas.| Removes 10 times more yellowish and tough stains| Strategically bent bottleneck shape helps pour the liquid into deep corners under the toilet rim.| Thick liquid which clings and cleans from rim to U-bend.| Available in three scents: Original, Orange and Rose. Available Sizes: 200ml, 500ml, 750 ml and 1L']"
